,seqnames,start,end,strand,name,idx,Log2FC,FDR,MeanDiff
6640,chr13,87672615,87696272,1,SLITRK5,381,-0.376268930195311,1.74166156179241e-07,-0.281241924212773
9070,chr16,54270746,54245618,2,LINC02169,585,-0.86283661949484,1.74873545157452e-07,-0.0956218996033542
22208,chr8,20197367,20226819,1,ATP6V1B2,128,-1.0052778047864,1.74980962263151e-07,-0.0783279630667734
10616,chr17,66416854,66398069,2,PRKCA-AS1,1130,0.616566200960424,1.77005452734008e-07,0.130782154033267
16012,chr22,42432395,42380410,2,NFAM1,441,-0.0116298947660312,1.79256858111837e-07,-0.00283215128443248
7383,chr14,89954659,89124871,2,FOXN3,565,-0.35985496453729,1.79294263106882e-07,-0.401182308110197
11687,chr19,11987617,12046275,1,ZNF433-AS1,391,1.42778992590246,1.80741834978051e-07,0.117516025055727
5696,chr12,62935037,62643982,2,PPM1H,711,-0.493796866467749,1.81400571170334e-07,-0.259566098213689
22788,chr8,124728429,124550790,2,MTSS1,708,-0.570526806870455,1.8173633843639e-07,-0.169188051928227
492,chr1,29181987,29147743,2,SRSF4,492,-0.448579238085474,1.82989389120669e-07,-0.21566787651067
2598,chr10,22003769,21756537,2,DNAJC1,146,0.451126543205682,1.82989389120669e-07,0.204765882450345
22563,chr8,80231232,79918860,2,TPD52,483,-0.477048250720506,1.84192606473073e-07,-0.369116119593674
23675,chr9,125707234,125437393,2,MAPKAP1,698,0.468135617030431,1.84747412062007e-07,0.318934253165206
5847,chr12,93442262,93405690,2,UBE2N,862,-0.349218411069196,1.8570923523723e-07,-0.120596022140121
24146,chrX,40580908,40606637,1,ATP6AP2,183,-0.56549772,1.8570923523723e-07,-0.138964051376282
15940,chr22,39040961,39087743,1,APOBEC3G,369,-0.599161028853409,1.88644329836867e-07,-0.0826341558465522
21525,chr7,95596491,95583499,2,PDK4,581,0.754770580701925,1.91231494384716e-07,0.221258074992419
24008,chrX,12975108,12977227,1,TMSB4X,45,-1.09427617400761,1.94204288636505e-07,-0.242780070187353
13385,chr2,67086446,67311439,1,LINC01828,436,0.580518091364689,1.94479358287003e-07,0.137198169763411
9150,chr16,65126112,64943753,2,CDH11,665,-0.976149840449559,1.97040076345854e-07,-0.104531956201125
14928,chr20,41028818,41124487,1,TOP1,399,-0.338696591484991,2.03964696467046e-07,-0.113544068392632
7606,chr14,102592661,102730576,1,RCOR1,788,-0.490453100594409,2.05734554543099e-07,-0.188829937568487
18172,chr4,112516172,112513516,2,NEUROG2,638,-0.69845223649968,2.05840318264692e-07,-0.254712294200915
21989,chr7,149773479,149764182,2,ZNF467,1045,0.653042616142982,2.06793041613877e-07,0.41267192105921
18937,chr5,90290071,90158339,2,LINC01339,444,0.499676187663394,2.07869485616735e-07,0.162378055126642
24705,chrX,134764322,134565838,2,PLAC1,742,-0.397630031680948,2.09199136534082e-07,-0.226309955527422
15286,chr21,20803216,20742590,2,LINC00320,42,1.0738261481307,2.09380300627363e-07,0.0835320019142097
2475,chr10,3833950,3834728,1,LOC105376365,23,0.721593906940215,2.10543623770495e-07,0.265017802785962
3121,chr10,99329099,99394330,1,CNNM1,669,0.993581960557633,2.10585829078557e-07,0.237831745278712
7316,chr14,75278774,75282230,1,FOS,498,-0.539835036780673,2.13576759134841e-07,-0.39573822549607
21347,chr7,64563106,64519884,2,ZNF680,403,0.625488125478826,2.14230508102646e-07,0.120045949236022
24134,chrX,38023986,38023895,2,MIR548AJ2,171,-0.976150600686121,2.14463616220332e-07,-0.160814056426006
4157,chr11,62665178,62646848,2,INTS5,735,-0.494426016940423,2.15804300908562e-07,-0.240964109314929
6812,chr13,114132611,113977783,2,RASA3,553,-0.572311966190108,2.18250593905923e-07,-0.146419932408982
14008,chr2,175005369,174799363,2,CHN1,1059,0.623057686278035,2.25837614435987e-07,0.292906026458917
1947,chr1,190477882,190097662,2,BRINP3,1947,-0.440259034820993,2.2636375752479e-07,-0.175190158008786
14791,chr20,31739271,31801805,1,TPX2,262,-0.285872292588893,2.2636375752479e-07,-0.0657279370505068
21520,chr7,94907202,95296415,1,PPP1R9A,576,0.628821656273403,2.26672399967225e-07,0.283338166130803
9056,chr16,51762519,51773173,1,LINC01571,571,-0.776468374005647,2.26778236094972e-07,-0.0968019735264155
5536,chr12,53954834,53958956,1,HOXC12,551,-0.922997629460114,2.35031512923281e-07,-0.151283966513672
21370,chr7,66995173,67239519,1,TYW1,426,0.421448420718827,2.38589778512158e-07,0.266590000735831
6223,chr12,130953907,131141469,1,ADGRD1,1238,-0.621681595584572,2.38837862243895e-07,-0.186532026465339
9392,chr16,85306325,85306226,2,MIR5093,907,-0.449333420306374,2.38837862243895e-07,-0.232201569275144
5330,chr12,33439819,33374238,2,SYT10,345,0.682232341095181,2.38947083961082e-07,0.0632880498398424
22996,chr9,4348392,3824127,2,GLIS3,19,0.666680586346888,2.39362356282203e-07,0.370997971930103
5634,chr12,56731628,56712428,2,NACA,649,-0.64037067244533,2.40106504073898e-07,-0.230364196871578
22340,chr8,37717579,37733756,1,LOC101929622,260,-0.668408478127239,2.40795073388825e-07,-0.165065861083147
904,chr1,64171297,64094442,2,ROR1-AS1,904,0.654830261679721,2.40825826866581e-07,0.197974069376684
22689,chr8,102239394,102253333,1,UBR5-AS1,609,-0.469962854328668,2.42697935750045e-07,-0.256396027129794
9117,chr16,57447528,57428169,2,CIAPIN1,632,-0.883650850940092,2.44768923902992e-07,-0.114462062693272
24223,chrX,48958386,48922028,2,OTUD5,260,-0.611092186209412,2.44768923902992e-07,-0.150616032159101
21196,chr7,34658239,34878332,1,NPSR1,252,0.467483566798721,2.47624565468267e-07,0.0998598442335749
6778,chr13,112107119,112108015,1,SOX1-OT,519,-0.987959799253412,2.51121878730668e-07,-0.160923922860819
15326,chr21,30166756,30165564,2,CLDN17,82,0.89040941911815,2.52196096249457e-07,0.123663930034727
10394,chr17,48580111,48575513,2,HOXB4,908,-0.63689732555028,2.53880771415983e-07,-0.296181511059
22312,chr8,30083208,30063012,2,SARAF,232,-0.788538490152897,2.5518984667368e-07,-0.139897817351653
18802,chr5,67619791,67805238,1,LOC101928858,309,0.666085305740886,2.55972864976681e-07,0.129265927771529
20551,chr6,107115269,107065182,2,BEND3,896,-0.680787211452068,2.56400147834624e-07,-0.162433941556228
23298,chr9,72521801,72836351,1,TMC1,321,0.53044586506341,2.56400147834624e-07,0.177377817835506
2738,chr10,46375752,46537864,1,LINC00842,286,0.688331165877233,2.59437467473249e-07,0.105657996610488
5281,chr12,25648579,25409307,2,LMNTD1,296,0.433587022640873,2.63556009122313e-07,0.147562183343908
15415,chr21,35720715,35720808,1,MIR802,171,1.03272272724002,2.63556009122313e-07,0.268295833113397
14173,chr2,202276431,202276518,1,SNORD70,1224,-0.867431330475694,2.6777888335635e-07,-0.367283795233408
10397,chr17,48633572,48607227,2,HOXB7,911,-0.403724443031995,2.68675634885338e-07,-0.358145993394224
22575,chr8,81732903,81701334,2,ZFAND1,495,-0.357721814025937,2.70247537436183e-07,-0.0832018159367102
22960,chr8,144502973,144507174,1,GPT,880,-0.924091269879129,2.71487092223722e-07,-0.162704007857367
7195,chr14,64388031,64463457,1,MTHFD1,377,-0.30387574497855,2.73119123643038e-07,-0.124488287502644
455,chr1,27490158,27404226,2,WASF2,455,-0.350340521580482,2.74843935920057e-07,-0.113281956408924
2686,chr10,37858106,37775371,2,ZNF248,234,0.732408551847605,2.80433638367302e-07,0.0892639686164275
21529,chr7,96709891,96486206,2,SEM1,585,0.709190105132585,2.80433638367302e-07,0.257968149315881
23382,chr9,91950162,91563091,2,ROR2,405,0.357838870591224,2.80433638367302e-07,0.252330155230104
24215,chrX,48761750,48773648,1,GLOD5,252,-0.575614001676399,2.80433638367302e-07,-0.0781880235972257
11699,chr19,12365905,12345949,2,ZNF442,403,1.09848629156625,2.81165034974781e-07,0.111899857772089
24038,chrX,16712936,16588003,2,CTPS2,75,-0.525776765483941,2.81670000031561e-07,-0.102190017167386
21666,chr7,103074843,102813230,2,FBXL13,722,0.626853556317605,2.83559244713295e-07,0.274764391371086
15591,chr22,17359949,17558149,1,CECR2,20,-0.428249899580149,2.8485962197033e-07,-0.198487919761119
22809,chr8,127735434,127741434,1,MYC,729,-0.545574028495737,2.95455146619551e-07,-0.368481410872209
22688,chr8,102239118,102204502,2,RRM2B,608,-0.445994380321468,2.9941367921622e-07,-0.191260035590124
21678,chr7,104328656,104907232,1,LHFPL3,734,0.242150275105581,3.0346526648268e-07,0.142476239698469
15898,chr22,37686414,37776556,1,TRIOBP,327,-0.377983121390987,3.04869829764374e-07,-0.177201953404859
21156,chr7,29195451,28995231,2,CPVL,212,0.585433007114836,3.0544159958593e-07,0.209691979673895
3748,chr11,17719568,17722131,1,MYOD1,326,-0.760550684351275,3.06301420534036e-07,-0.171832119857109
18831,chr5,72320646,72219409,2,MRPS27,338,0.440025013303867,3.06301420534036e-07,0.224888051647527
22269,chr8,25458476,25427847,2,KCTD9,189,-0.658019717761736,3.06301420534036e-07,-0.159639866835635
13471,chr2,74385486,74393882,1,DCTN1-AS1,522,0.808006863892672,3.08248635660103e-07,0.233013980482263
14019,chr2,176137098,176121611,2,HOXD-AS2,1070,-0.580453606149581,3.09923481607109e-07,-0.232935824514582
19215,chr5,139647299,139683882,1,CXXC5,722,-0.331604597486153,3.12451817978169e-07,-0.153067892349759
6185,chr12,124882668,124776856,2,SCARB1,1200,-0.283190476972767,3.1262728779297e-07,-0.14771599264987
16037,chr22,43923739,43964488,1,PNPLA3,466,-0.674858297838072,3.1262728779297e-07,-0.140345895647392
7466,chr14,96501433,96567111,1,PAPOLA,648,-0.625639467113117,3.14648957057e-07,-0.126727918209215
12271,chr19,41869627,41869698,1,MIR6797,975,-0.843285509938247,3.1526717111816e-07,-0.210063695461274
4981,chr11,134274245,134319564,1,GLB1L3,1559,-0.743379207289458,3.18264351340577e-07,-0.0977838684962324
9382,chr16,84554033,84476421,2,MEAK7,897,-0.434617768344966,3.19158303175561e-07,-0.137779879452383
3025,chr10,89456064,89468140,1,SLC16A12-AS1,573,0.888293447213266,3.20184270578166e-07,0.118212034082335
22534,chr8,73420004,73441526,1,STAU2-AS1,454,-0.669341560263004,3.22248462987675e-07,-0.13021401439606
22140,chr8,10054268,10428891,1,MSRA,60,-0.342072550953174,3.22868252294484e-07,-0.085385772656947
11184,chr18,55920199,55881688,2,LINC01416,272,0.863072111577241,3.24797880165142e-07,0.0939319564932476
24287,chrX,53422728,53374149,2,SMC1A,324,-0.494855314401476,3.25155378295679e-07,-0.15750790942744
16047,chr22,44702233,44862706,1,PRR5-ARHGAP8,476,-0.440308986804623,3.26155716229477e-07,-0.137435941468948
13560,chr2,88128116,88122982,2,FABP1,611,0.713102438152612,3.29497739318796e-07,0.100984041133242
18434,chr4,182143987,182803024,1,TENM3,900,-0.360683257043532,3.32614228610823e-07,-0.268205831503059
5950,chr12,106774918,106495958,2,LOC100287944,965,-0.378186261198077,3.33508224661676e-07,-0.170805950442771
7453,chr14,95533503,95544724,1,GLRX5,635,-0.592213074657866,3.35034587635085e-07,-0.278965790569415
24884,chrX,154379197,154381523,1,EMD,921,-0.364912905946364,3.35391813987007e-07,-0.516147497919953
22358,chr8,38468834,38411138,2,FGFR1,278,-0.624196222469781,3.35534815404527e-07,-0.142799971832106
2644,chr10,28532493,28623112,1,WAC,192,0.554546738094728,3.38753896726125e-07,0.138306104284149
4161,chr11,62672255,62662817,2,LBHD1,739,-0.581662216636179,3.39026406797329e-07,-0.228483954528724
16139,chr3,2144241,2110409,2,CNTN4-AS2,7,-0.58740387974796,3.42693313628102e-07,-0.0458799584804008
24515,chrX,103576231,103587736,1,TCEAL4,552,-0.714875926394015,3.47028870047837e-07,-0.127603976831632
9375,chr16,84145192,84122281,2,HSDL1,890,-0.825885201887566,3.5026685415187e-07,-0.141715953225067
4163,chr11,62679117,62676498,2,UBXN1,741,-0.873743723924321,3.50505246638308e-07,-0.23141387935232
11850,chr19,17334829,17323223,2,ANO8,554,-0.327037598472659,3.51182181357549e-07,-0.402747572363393
4470,chr11,73983307,73974667,2,UCP2,1048,-0.738405758395373,3.52347497976364e-07,-0.209557932326913
17086,chr3,134375479,134355874,2,AMOTL2,954,0.843558824103436,3.53130712944833e-07,0.342676112102243
13199,chr2,36355926,36551135,1,CRIM1,250,0.486233186466283,3.53521206926522e-07,0.270476163800644
939,chr1,69568398,70148005,1,LRRC7,939,0.391872384931481,3.54485870189195e-07,0.314718026320611
1836,chr1,173050963,173039960,2,TNFSF18,1836,0.718619204610558,3.55238933082315e-07,0.0994298565009972
22226,chr8,22164736,22212326,1,BMP1,146,-0.701648787353249,3.5830146302427e-07,-0.0764800808155899
14,chr1,1001138,1014541,1,ISG15,14,0.58003972017312,3.59233859969668e-07,0.335217959319314
17613,chr4,4844437,4850827,1,LINC01396,79,-0.694954107228186,3.63910599494404e-07,-0.0891218767682516
13006,chr2,10042849,10054836,1,KLF11,57,-0.644401344379595,3.6667854051931e-07,-0.200790137056323
16136,chr3,536231,846015,1,LINC01266,4,-0.56502122779142,3.70771234574888e-07,-0.144444077368767
2605,chr10,22714555,22534849,2,PIP4K2A,153,0.436097659645156,3.73271516743069e-07,0.366065712042121
7200,chr14,64540468,64543234,1,HSPA2,382,-1.18264017285859,3.73271516743069e-07,-0.205846098770382
2540,chr10,12725353,12725254,2,MIR548Q,88,0.703608851737172,3.74212114867123e-07,0.333793917629477
22379,chr8,41650669,41645178,2,NKX6-3,299,-1.0778770376928,3.74212114867123e-07,-0.11184597796971
15079,chr20,51802520,51782331,2,SALL4,550,-0.851634521322263,3.76565246994812e-07,-0.0992759343253401
22862,chr8,141367267,141356500,2,GPR20,782,-0.734136749247742,3.80053810608847e-07,-0.136812048062037
23300,chr9,73080442,72900662,2,ALDH1A1,323,0.509006541064403,3.81961785426165e-07,0.111307991096214
4348,chr11,66857502,66860475,1,LRFN4,926,-0.731751495258792,3.83009011398219e-07,-0.255581947983893
13468,chr2,74198562,74217565,1,MTHFD2,519,0.655600007160909,3.86970521537518e-07,0.303286265850065
8975,chr16,30740667,30761176,1,PHKG2,490,-0.441197358736764,3.88529495723458e-07,-0.241006005531017
22243,chr8,23069179,23020133,2,TNFRSF10B,163,-0.887220947998565,3.8947790427964e-07,-0.0899260754342412
14806,chr20,32585074,32443059,2,NOL4L,277,-0.268058107718819,3.897479276488e-07,-0.114441741177915
18670,chr5,39074408,38937919,2,RICTOR,177,0.542390400870224,3.89791486834371e-07,0.157121936098546
4839,chr11,120236640,120319944,1,POU2F3,1417,-0.399868176745395,3.90579494468867e-07,-0.0815120835330828
6225,chr12,131165011,131212931,1,LINC01257,1240,-0.585829046635972,3.90579494468867e-07,-0.0828240152111611
7651,chr14,105315589,105209286,2,BRF1,833,-0.36747996507594,3.93108320951333e-07,-0.16638415613305
19323,chr5,143435512,143277931,2,NR3C1,830,0.488364525369416,3.93108320951333e-07,0.223694131491161
17837,chr4,53377839,54298247,1,PDGFRA,303,0.307410487379656,3.93530998750066e-07,0.363835774868135
24378,chrX,71301734,71305371,1,ITGB1BP2,415,-1.11706989819928,3.93530998750066e-07,-0.179929892413038
4833,chr11,119381778,119526664,1,USP2-AS1,1411,-0.563714602562755,3.96117962510306e-07,-0.144226044297606
4894,chr11,124752238,124747472,2,VSIG2,1472,-0.959121903095658,3.96117962510306e-07,-0.093476051102161
13492,chr2,74654228,74683853,1,SEMA4F,543,0.519423854122991,3.96231567715054e-07,0.178785953565926
13919,chr2,161244739,161249050,1,LINC01806,970,-1.11369544355405,3.96231567715054e-07,-0.158947836273226
13484,chr2,74508580,74505043,2,PCGF1,535,0.615540765165912,3.97857146002173e-07,0.355994208890974
16209,chr3,11137093,11263557,1,HRH1,77,-0.597459618370789,3.97998123082983e-07,-0.191223968122121
18078,chr4,94757968,95158448,1,BMPR1B,544,0.308237737011119,4.04442561025612e-07,0.221028110232406
16046,chr22,44668547,44737681,1,PRR5,475,-0.566113830278072,4.05126297388615e-07,-0.172813988279536
4452,chr11,72674591,72576141,2,PDE2A,1030,-0.498837462990239,4.05389599716027e-07,-0.102996002791141
20779,chr6,146543693,146554965,1,RAB32,1124,-0.820760716528061,4.10174334739536e-07,-0.160664078839266
24809,chrX,149938811,149929527,2,CXorf40B,846,-0.319832570839391,4.10509868188794e-07,-0.428521867822205
4184,chr11,62853732,62853663,2,SNORD30,762,-0.726696413353068,4.11359464690801e-07,-0.515237685016491
3478,chr11,1309654,1274371,2,TOLLIP,56,-0.452803802842502,4.12107563188793e-07,-0.0601839917396733
6856,chr14,20641691,20640696,2,OR6S1,38,-0.459135424306062,4.12107563188793e-07,-0.318635950806417
5520,chr12,53345315,53326575,2,SP7,535,-0.71966828448394,4.12426961259937e-07,-0.131445964003394
24221,chrX,48911958,48903180,2,SLC35A2,258,-0.849272939084669,4.1482632691222e-07,-0.150527879562845
24508,chrX,103255203,103252995,2,TCEAL8,545,-0.927041946554108,4.16960509476678e-07,-0.239704034126796
3942,chr11,47449178,47437757,2,RAPSN,520,-0.929295867927047,4.19357854537452e-07,-0.109803917136883
20767,chr6,143843344,143863812,1,LTV1,1112,-0.551864975885324,4.21491311999603e-07,-0.227481909056861
22749,chr8,119673453,119557086,2,ENPP2,669,-0.788278493819219,4.25000976794374e-07,-0.162890053427732
7491,chr14,100376418,100530303,1,WDR25,673,-0.434730523820352,4.26138658550123e-07,-0.186964070099565
3669,chr11,8910951,8693351,2,ST5,247,-0.348203531542649,4.26274685390093e-07,-0.179408091373227
18464,chr4,185204237,185370185,1,SNX25,930,-0.556864121137116,4.26371756851235e-07,-0.143365829947573
16155,chr3,6805449,6631689,2,GRM7-AS3,23,-0.668679131766332,4.28725412216765e-07,-0.089900043958401
6191,chr12,125065379,125143333,1,AACS,1206,-0.487241200318631,4.33431970714907e-07,-0.1109480997059
24820,chrX,151396515,151409364,1,VMA21,857,-0.584310490151716,4.33431970714907e-07,-0.149721813691844
24873,chrX,153972327,153983195,1,TMEM187,910,-0.418180850799831,4.36912397787752e-07,-0.377068002225227
24050,chrX,18104644,17970197,2,LINC01456,87,-0.809014804803696,4.3817586079689e-07,-0.108241941921387
18610,chr5,27121150,26880600,2,CDH9,117,0.553836160373003,4.39481382261685e-07,0.132651914959599
21206,chr7,36390125,36324221,2,KIAA0895,262,0.48603074063901,4.43377995186171e-07,0.211342034743238
14586,chr20,2692878,2760108,1,EBF4,57,-0.492812419302787,4.48335112411063e-07,-0.0939360191095334
2614,chr10,24952604,24848607,2,PRTFDC1,162,0.788668981247776,4.49960997695501e-07,0.198794003594412
22618,chr8,92655494,92565443,2,LOC102724710,538,-0.756618663316967,4.57003879036317e-07,-0.0954000605450079
24045,chrX,17375420,17735994,1,NHS,82,-0.235962387585814,4.664470752066e-07,-0.0915099867047451
24280,chrX,53049091,53080615,1,GPR173,317,-0.680460365941174,4.72366400544435e-07,-0.157931937561842
2806,chr10,61001440,60869438,2,RHOBTB1,354,0.487436486892049,4.788104905661e-07,0.180657980332583
3480,chr11,1389899,1462689,1,BRSK2,58,-0.406467462772686,4.81882907783451e-07,-0.167015898660345
2606,chr10,22928024,23038523,1,ARMC3,154,0.743105931085629,4.83208728849871e-07,0.19516984030149
1386,chr1,150282543,150287093,1,CIART,1386,-1.49072072944725,4.85070835198767e-07,-0.167300094169
1810,chr1,170085208,169921326,2,KIFAP3,1810,0.454855443766413,4.8520816975711e-07,0.159765968900229
22705,chr8,104467053,104330324,2,DPYS,625,-0.747521604098561,4.8595616799584e-07,-0.113270029132583
23974,chrX,3659487,3668192,1,PRKX-AS1,11,-1.08236935110263,4.94259859796666e-07,-0.106472008175763
2198,chr1,220786759,220819657,1,MARC1,2198,-0.666875862097406,4.94978089177771e-07,-0.132631892811407
24220,chrX,48898143,48893447,2,TIMM17B,257,-0.68689830852798,4.9679153507699e-07,-0.222555801385306
725,chr1,44776490,44776593,1,SNORD46,725,-0.773070098971351,5.06029890954905e-07,-0.213432095642868
18465,chr4,185395899,185363879,2,LRP2BP,931,-0.76601301371471,5.06029890954905e-07,-0.104767905022486
24527,chrX,104112511,104115846,1,ZCCHC18,564,-0.665356881342852,5.09816791284128e-07,-0.254183820250077
19101,chr5,131245493,131398446,1,CDC42SE2,608,0.477780575119018,5.10151988820378e-07,0.22119614123919
21107,chr7,23470467,23310209,2,IGF2BP3,163,0.26564731477464,5.13521280283894e-07,0.24415418223266
15457,chr21,39745407,39802096,1,IGSF5,213,0.861774207951028,5.13733719144195e-07,0.107870047753928
19058,chr5,121961961,122075570,1,SRFBP1,565,0.511421608175577,5.13733719144195e-07,0.181417916730675
24499,chrX,102599512,102714671,1,ARMCX5-GPRASP2,536,-0.62933070998334,5.14775668435905e-07,-0.1200000669232
22875,chr8,142727203,142736927,1,THEM6,795,-0.687541265435566,5.15077757418887e-07,-0.164491902196861
22322,chr8,30814314,30774457,2,PPP2CB,242,-0.620063884567478,5.16596250174982e-07,-0.0870459942553679
24913,chrX,155071420,155123074,1,BRCC3,950,-0.507477006783157,5.17753661258027e-07,-0.128487888617959
14922,chr20,38805705,38923024,1,PPP1R16B,393,-0.546774189241607,5.19924008322586e-07,-0.0934819803605099
16650,chr3,53156009,53192717,1,PRKCD,518,-0.541846891452085,5.21915923564489e-07,-0.173767996492928
18527,chr5,1708868,1708785,2,MIR4277,34,0.451213313708917,5.24252914181523e-07,0.227145754659502
18463,chr4,185209504,185159665,2,CFAP97,929,-0.597354411806112,5.36304609403803e-07,-0.12597797317788
6618,chr13,78603560,78598362,2,POU4F1,359,-0.406072335142871,5.45472566534385e-07,-0.354929537690116
22161,chr8,11795573,11839309,1,FDFT1,81,-0.543558383367568,5.45512226862081e-07,-0.148289812894007
9477,chr16,89873586,89918233,1,TCF25,992,-0.527899886502309,5.54343599118986e-07,-0.180593962915168
22135,chr8,9249540,9413714,1,LOC157273,55,-0.831311966760994,5.54775005140392e-07,-0.0767659760381881
6620,chr13,78792307,78787319,2,LINC00331,361,-0.407628790856277,5.56497381316297e-07,-0.193817881718025
5502,chr12,52949954,52897187,2,KRT8,517,-0.699649215805055,5.61223690279996e-07,-0.162146238069777
24054,chrX,18672109,18639910,2,RS1,91,-0.853227125605987,5.61223690279996e-07,-0.092734082714995
7010,chr14,34222877,33924231,2,EGLN3,192,-0.342789194440456,5.67346744635798e-07,-0.158621923613289
13550,chr2,86563479,86503431,2,CHMP3,601,0.611304547532824,5.67346744635798e-07,0.123317902369797
6445,chr13,43786908,43213518,2,ENOX1,186,-0.385611411970254,5.68600295868704e-07,-0.201648107640412
22400,chr8,43140455,43202855,1,HGSNAT,320,-0.593649132025072,5.68600295868704e-07,-0.103897930847751
22385,chr8,42271197,42233675,2,LOC101929897,305,-0.683136385315138,5.72455819615682e-07,-0.114569993236991
8285,chr15,78340324,78348230,1,CRABP1,617,-0.664714363333952,5.76132032731636e-07,-0.12431618492198
24136,chrX,38327564,38269163,2,RPGR,173,-0.61461442702409,5.97468519733734e-07,-0.0955919233797448
13047,chr2,17539126,17657018,1,VSNL1,98,0.500934944298642,5.97683154892696e-07,0.134038099558951
21694,chr7,107564514,107201555,2,COG5,750,0.451917709171489,5.97820483235524e-07,0.209558032901302
22327,chr8,32026219,32139475,1,NRG1-IT1,247,-0.78185086909937,5.98327047672773e-07,-0.0425299758890369
22383,chr8,42152946,42171673,1,AP3M2,303,-0.521447317946283,5.9879561055338e-07,-0.198794180004311
15269,chr21,14658821,14591930,2,LOC388813,25,0.745992243166217,6.00840716328464e-07,0.061405990156584
22272,chr8,26291491,26372680,1,PPP2R2A,192,-0.555876831541829,6.01326259691298e-07,-0.145595965386016
17242,chr3,158962235,159897358,1,IQCJ-SCHIP1,1110,0.366000330804982,6.05513781585173e-07,0.550650368952809
21443,chr7,77798792,77957503,1,PHTF2,499,0.430097446512995,6.07568969882335e-07,0.247070034163054
13689,chr2,108989372,108894471,2,EDAR,740,-0.631193246685697,6.1092303474259e-07,-0.13939799602213
20918,chr6,168226517,168225279,2,LOC105378137,1263,-0.414596354219237,6.11292399473911e-07,-0.234406238047898
22102,chr8,6406548,6403551,2,LOC100287015,22,-0.916104780413335,6.20035590352632e-07,-0.136349948951188
18266,chr4,140257286,140385726,1,SCOC,732,-0.391461538235091,6.2705604995955e-07,-0.160496034005602
21524,chr7,95478444,95540232,1,ASB4,580,0.702268925869364,6.28445014957471e-07,0.131654059488933
22104,chr8,6708209,6618475,2,MCPH1-AS1,24,-0.837931715772688,6.29612616638616e-07,-0.0967678479918292
24504,chrX,102937250,102938962,1,RAB40AL,541,-0.4201617423798,6.35210819085393e-07,-0.129067907123759
8389,chr15,89496613,89471398,2,RHCG,721,0.9104727808416,6.37139883496262e-07,0.291912069763312
5987,chr12,109714228,109770507,1,FAM222A,1002,-0.452946068352553,6.37499278199037e-07,-0.126992041504141
23699,chr9,127778741,127738317,2,SH2D3C,722,0.555123964030759,6.44202767923054e-07,0.251313948105505
15310,chr21,28013363,28023233,1,LINC00314,66,1.02062707941554,6.48117303993767e-07,0.0678020358411544
24123,chrX,35919734,36385319,1,CFAP47,160,-0.522943907466665,6.549744928523e-07,-0.0982919509376741
18033,chr4,86594131,86015123,2,MAPK10,499,0.413688952089028,6.55519809346716e-07,0.379232042434834
6881,chr14,21287939,21351301,1,RPGRIP1,63,-0.58008538831208,6.5666071324717e-07,-0.142847947286665
8462,chr15,99251362,99390729,1,LRRC28,794,0.458300606798555,6.61555581476513e-07,0.238042008110858
22938,chr8,144262737,144262673,2,MIR7112,858,-1.09584960080797,6.63216980593122e-07,-0.145553945740455
5379,chr12,48004486,47972965,2,COL2A1,394,-0.360832505303549,6.82225955595663e-07,-0.0792160387813843
4859,chr11,123058161,123058077,2,SNORD14E,1437,-0.607848674340478,6.97095386563899e-07,-0.543813614171327
2570,chr10,17129831,16823964,2,CUBN,118,0.583722941584901,6.97112351787883e-07,0.207133950884302
3875,chr11,41459773,40114203,2,LRRC4C,453,-0.375984611806225,6.97112351787883e-07,-0.178602129683881
7490,chr14,100376805,100333788,2,WARS,672,-0.635110239192154,6.97112351787883e-07,-0.136229993896162
24183,chrX,47217860,47229997,1,CDK16,220,-0.464425615788393,7.00717429213982e-07,-0.258063721111194
13481,chr2,74483073,74494886,1,TTC31,532,0.556370375939394,7.0437303790147e-07,0.185152152422477
24114,chrX,30975084,30827442,2,TAB3,151,-0.615583285448283,7.15103024573939e-07,-0.144982100373331
16970,chr3,123585542,123644568,1,MYLK-AS1,838,-0.617328198222027,7.27121465200517e-07,-0.176982259022807
13601,chr2,96986592,96875882,2,FAM178B,652,-0.578596404969142,7.3032180264015e-07,-0.1364900075323
7660,chr14,105526603,105530202,1,TMEM121,842,-0.580502572298874,7.33072984782411e-07,-0.159109950845037
11294,chr18,80109031,80147523,1,ADNP2,382,-0.722527266894704,7.36308758835869e-07,-0.101059938608806
23686,chr9,127224265,127393660,1,GARNL3,709,0.342862811215552,7.36308758835869e-07,0.246113796608487
919,chr1,66533383,66748299,1,SGIP1,919,0.476052392527084,7.47757468496241e-07,0.261726164408428
13973,chr2,170178145,170655171,1,MYO3B,1024,0.495143249372756,7.47757468496241e-07,0.290056149567097
5791,chr12,79691097,79574979,2,PAWR,806,-0.331513608764284,7.54528716410716e-07,-0.153269928954665
22162,chr8,11869448,11842524,2,CTSB,82,-0.312138837813207,7.58356587382876e-07,-0.0596659682892962
15939,chr22,39040604,39053910,1,APOBEC3F,368,-0.809713404840061,7.61849213920352e-07,-0.0798140525396894
18673,chr5,39462300,39371675,2,DAB2,180,0.673605313235636,7.61849213920352e-07,0.132063909187391
22715,chr8,108355726,108201216,2,EIF3E,635,-0.445321370338434,7.65644272903435e-07,-0.118047850737565
6796,chr13,113364148,113324164,2,GRTP1,537,-1.143905468264,7.70302618992516e-07,-0.0963859405479694
