,seqnames,start,end,strand,name,idx,Log2FC,FDR,MeanDiff
1207,chr1,111346288,111353013,1,PIFO,1207,0.54812165154439,4.79085987822917e-08,0.0870528480948938
2346,chr1,236348262,236484914,1,EDARADD,2346,-0.392563395097861,4.79436593771891e-08,-0.193748903630866
3763,chr11,18412307,18452058,1,LDHC,341,-0.970139728608063,4.79971297123881e-08,-0.115444861202341
10839,chr17,81166077,81117295,2,AATK,1353,-0.610886427564944,4.80761770949361e-08,-0.130482451045481
20335,chr6,50713828,50772988,1,TFAP2D,680,-1.21482315082489,4.81177362852014e-08,-0.072385378532938
15125,chr20,58651272,58715410,1,STX16-NPEPL1,596,0.392933550612464,4.82694187814305e-08,0.0689691994157564
5340,chr12,40692442,41072418,1,CNTN1,355,0.315985682913,4.83799652552842e-08,0.130601449173293
16313,chr3,31161787,31161704,2,MIR466,181,0.506502623073879,4.83997086607838e-08,0.241557255124914
9916,chr17,28473293,28497781,1,SLC13A2,430,0.63086019145579,4.85248085605446e-08,0.0526959478332904
10001,chr17,34195937,34157181,2,LINC01989,515,0.441388413483676,4.87248107622843e-08,0.0398084532320829
1788,chr1,168225938,168253025,1,SFT2D2,1788,0.507394102706327,4.92375431039205e-08,0.107640866571912
8922,chr16,30207182,29464967,2,LOC388242,437,0.166247266064278,4.92649652451638e-08,0.619467248812542
528,chr1,32251239,32286165,1,LCK,528,-0.678822432163104,4.92814879003704e-08,-0.108385428826579
697,chr1,43389882,43452650,1,SZT2,697,0.375277618536488,4.94003375137232e-08,0.0863855268439261
20295,chr6,45377953,44809317,2,SUPT3H,640,-0.400620597898923,4.94003375137232e-08,-0.215152128890748
10974,chr18,9885726,9889275,1,TXNDC2,62,0.598244504956571,4.94862677589444e-08,0.0581763123652365
8544,chr16,1153241,1221771,1,CACNA1H,59,0.430418335547729,4.95752119956648e-08,0.140680634532772
9449,chr16,88856970,88813734,2,GALNS,964,-0.739062842213731,4.96584780777784e-08,-0.156414063265199
16483,chr3,48188402,48157146,2,CDC25A,351,-0.571865061659303,4.97019420153604e-08,-0.204438249626487
5359,chr12,45215987,45440404,1,ANO6,374,0.351787920003284,4.98511623662431e-08,0.165724841324715
8275,chr15,77820900,77613027,2,LINGO1,607,-0.296938320360289,4.98970296570879e-08,-0.168006531996212
8865,chr16,24203116,24203231,1,MIR1273H,380,0.751804798630956,4.99970849939389e-08,0.0619846512491158
5709,chr12,64781194,64881032,1,TBC1D30,724,0.501120958433906,5.00372349442825e-08,0.109731298861874
14053,chr2,179860908,179860836,2,MIR1258,1104,0.508730233794532,5.02040753452649e-08,0.178823752734102
15675,chr22,21630064,21628089,2,YDJC,104,-0.87317190521753,5.03254445580152e-08,-0.310451405470086
6253,chr12,133037222,133030389,2,LOC101928597,1268,0.656233451119703,5.04444711540617e-08,0.0817423245307766
16855,chr3,109409990,109495167,1,LINC01205,723,-0.926015877701552,5.07478827788736e-08,-0.0645814852143369
11365,chr19,1816238,1816159,2,MIR1909,69,1.83177811599959,5.08675804085636e-08,0.0926982973866198
22606,chr8,90221488,90569318,1,LINC00534,526,-0.716712165044627,5.09744614575419e-08,-0.166381133480013
6410,chr13,38991066,38965925,2,STOML3,151,0.540081961499397,5.10610915226105e-08,0.0713436499191789
14742,chr20,23421519,23374519,2,NAPB,213,0.480214369710512,5.11266841074241e-08,0.0809449233737237
18085,chr4,98930637,98871684,2,EIF4E,551,-0.474438969561473,5.11266841074241e-08,-0.158449310282323
18186,chr4,115113876,114827763,2,NDST4,652,-0.425576735368807,5.11856326111958e-08,-0.172372350602595
12823,chr19,55280381,55262231,2,HSPBP1,1527,0.372640183575426,5.14071575475372e-08,0.160160855667571
23888,chr9,136670602,136670686,1,MIR126,911,0.644145936144986,5.14071575475372e-08,0.180887651651513
15659,chr22,20917426,20953749,1,CRKL,88,-0.542311913111468,5.15257884472897e-08,-0.184189160850065
7991,chr15,49620980,49656232,1,DTWD1,323,0.463734971053553,5.18325390485831e-08,0.0608876867003004
9406,chr16,86510527,86515418,1,FOXF1,921,-0.921415804741046,5.19954215563182e-08,-0.254563771150604
3307,chr10,119542708,119499828,2,RGS10,855,0.416540739826762,5.21702226874988e-08,0.16335679785928
4691,chr11,108222484,108369102,1,ATM,1269,-0.434588066724374,5.24462838975738e-08,-0.133493490619677
2875,chr10,71773498,71747559,2,VSIR,423,0.566467051189109,5.2561864283299e-08,0.114339109641258
8100,chr15,64381420,64165517,2,CSNK1G1,432,0.304175618854473,5.25697072833233e-08,0.12862781165283
18733,chr5,55173175,55112995,2,CDC20B,240,0.405204204354333,5.29098855105354e-08,0.124264277681124
3087,chr10,96832260,96981043,1,LCOR,635,0.355254628325965,5.30451269729822e-08,0.139447010477765
24445,chrX,84502479,84317874,2,HDX,482,-0.714959692311824,5.3062113929107e-08,-0.114561569268847
245,chr1,15526534,15490832,2,CASP9,245,0.31017056818528,5.31934540788342e-08,0.194409805080464
12660,chr19,51905040,51889224,2,ZNF649,1364,0.45400344252084,5.32264940928134e-08,0.038257698273806
17963,chr4,75724525,75642782,2,G3BP2,429,-0.418732428175124,5.33875149231025e-08,-0.191630004219932
6494,chr13,48533256,48488959,2,RCBTB2,235,0.505288945076658,5.35777285635174e-08,0.0838436427258302
3382,chr10,130136399,130184521,1,GLRX3,930,0.492820790617948,5.38295734017348e-08,0.134530835217764
12358,chr19,44777869,44800634,1,CBLC,1062,0.533617470073317,5.41036620062242e-08,0.0941894714027453
18013,chr4,82753430,82753337,2,MIR575,479,0.503334258946779,5.41159117248564e-08,0.212625335088442
17368,chr3,184006338,184011419,1,ABCC5-AS1,1236,0.62673681223492,5.45951539715704e-08,0.124819390086246
24104,chrX,28495663,28495555,2,MIR6134,141,-1.17264098482873,5.4630657362884e-08,-0.122495548759954
6107,chr12,120534351,120577594,1,RNF10,1122,0.446399446993035,5.49934257530331e-08,0.141292792917988
22845,chr8,134804945,134804876,2,MIR30D,765,-0.781159097965398,5.50031739666046e-08,-0.169828155286702
17029,chr3,128871540,128861313,2,LOC653712,897,-0.870459668137807,5.50319934487502e-08,-0.137030835871951
10511,chr17,58353093,58345175,2,SUPT4H1,1025,0.606289378989758,5.51785035422253e-08,0.131597040122312
16513,chr3,48898993,48856931,2,SLC25A20,381,-0.615983094492142,5.52028909041996e-08,-0.101310524101882
5565,chr12,54549350,54579239,1,PDE1B,580,0.505275985924035,5.53868090207238e-08,0.087667393472769
11436,chr19,3971123,3958453,2,DAPK3,140,0.389794803481335,5.57863612599322e-08,0.232163270886062
16327,chr3,33097230,32996608,2,GLB1,195,-0.682342616869934,5.57985053550335e-08,-0.198418458346185
17184,chr3,150546678,150584242,1,EIF2A,1052,-0.595291397333896,5.59718824867864e-08,-0.158759672409845
2314,chr1,232742715,232727254,2,LINC01744,2314,0.308419112428193,5.66519509356956e-08,0.0863325759413403
12447,chr19,47309874,47322066,1,C5AR1,1151,0.272972129499415,5.66552793616025e-08,0.0538766927467835
12535,chr19,49423749,49428818,1,GFY,1239,0.905033518643445,5.66643661825887e-08,0.156702606161982
17585,chr4,2462220,2625320,1,RNF4,51,-0.407643945689108,5.684558834744e-08,-0.250202465530298
12536,chr19,49423441,49422414,2,PTH2,1240,0.915084066845758,5.68480182004998e-08,0.192471335751656
6521,chr13,51172388,51082119,2,C13orf42,262,0.518149201831461,5.7341674079092e-08,0.128916453992562
5550,chr12,54058254,54122234,1,FLJ12825,565,0.311748203571368,5.73528425394867e-08,0.204623316762674
15124,chr20,58651253,58679526,1,STX16,595,0.572202666807743,5.73627608761345e-08,0.0896211669087695
4948,chr11,129279324,128965060,2,ARHGAP32,1526,-0.432433733809497,5.75219880084991e-08,-0.195469011291097
24854,chrX,153599340,153599893,1,LOC105373383,891,-0.728320579703959,5.758702056121e-08,-0.373904938697527
10139,chr17,40501597,40475828,2,TNS4,653,0.293002539207432,5.77528289167595e-08,0.0600769621151319
17552,chr4,986895,958887,2,DGKQ,18,-0.815989816322099,5.79338912443443e-08,-0.163151915459901
590,chr1,36397892,36391238,2,LSM10,590,0.628776889699101,5.8028427940524e-08,0.181519791303899
9343,chr16,80540734,80550760,1,DYNLRB2,858,0.629940241715612,5.82724079868487e-08,0.037601449945228
16657,chr3,53891988,53884410,2,SELENOK,525,-0.654376897504771,5.82942497651817e-08,-0.232793012489778
20517,chr6,98024531,98024621,1,MIR2113,862,-0.81180257537182,5.83688588782582e-08,-0.168207055122992
17409,chr3,186493661,186454982,2,LINC02052,1277,0.505581923605081,5.85038513031451e-08,0.0548876927806858
6412,chr13,39038306,39050109,1,NHLRC3,153,0.382972206781816,5.85082820658138e-08,0.137149722935191
18897,chr5,80256079,80111651,2,SERINC5,404,0.257639070485908,5.8910387330559e-08,0.0863676318397295
11391,chr19,2427894,2425624,2,TIMM13,95,0.497104813265563,5.89199376407684e-08,0.181572764614558
5131,chr12,8950044,9010760,1,KLRG1,146,0.420283746394056,5.92867265975297e-08,0.0944847874185982
21772,chr7,123925237,123971414,1,SPAM1,828,0.630485278302672,5.97108677710658e-08,0.0559735681811393
5666,chr12,57604622,57609804,1,DTX3,681,0.736765323655959,5.97258034049168e-08,0.101088228685064
21859,chr7,134986508,135147963,1,AGBL3,915,-0.577934038296968,6.00822217120305e-08,-0.15587223850118
12574,chr19,49877425,49888749,1,TBC1D17,1278,0.377323640378509,6.00879761211832e-08,0.219832680071019
11413,chr19,3178768,3180332,1,S1PR4,117,1.00177393775091,6.02167085221163e-08,0.108632229618372
14750,chr20,23751268,23747553,2,CST1,221,0.678198077633152,6.03862077198472e-08,0.0790175712177928
16400,chr3,42773253,42708269,2,CCDC13,268,-0.723948383258047,6.03862077198472e-08,-0.138717978122367
8121,chr15,65304677,65304792,1,RNU5B-1,453,0.413283095027625,6.06655794489161e-08,0.478061824989103
23532,chr9,109640788,110136149,1,PALM2,555,0.0311827333596079,6.06822674114208e-08,0.0253095461739372
8091,chr15,63597353,63602428,1,FBXL22,423,0.773413852354225,6.07069699155846e-08,0.117317256437854
18371,chr4,163343939,163351934,1,NPY5R,837,-1.1218068267372,6.08709236109826e-08,-0.107352324545505
10379,chr17,48038030,48026167,2,COPZ2,893,0.291886007897473,6.09425468863761e-08,0.174597180190685
12573,chr19,49878459,49869033,2,AKT1S1,1277,0.330028811068476,6.123374137594e-08,0.319024384483734
7932,chr15,43510958,43531620,1,MAP1A,264,0.48528536606488,6.15401960500293e-08,0.116473655531499
21840,chr7,131110176,130876809,2,LINC-PINT,896,0.219991752117646,6.15401960500293e-08,0.160999899228875
16798,chr3,98585498,98497912,2,CLDND1,666,-0.539564756920608,6.16983894938992e-08,-0.148484428732269
5641,chr12,57028883,57010000,2,TAC3,656,0.842762433325709,6.1808005496048e-08,0.0752775846552571
22797,chr8,125951249,125922308,2,LINC00861,717,-1.03988705370563,6.18967634539511e-08,-0.0836409716178925
17988,chr4,77862520,77952790,1,MRPL1,454,-0.604524454294975,6.19500081698467e-08,-0.143209251492558
11656,chr19,11197791,11164267,2,KANK2,360,0.433687399701189,6.20460136970436e-08,0.0783634079676577
7879,chr15,40874289,40872214,2,RHOV,211,0.596308808857739,6.20653143592553e-08,0.126940573618272
19588,chr5,177497606,177483394,2,PDLIM7,1095,-0.419337567808087,6.22701461731555e-08,-0.24372007731654
17903,chr4,69653249,69588417,2,UGT2A1,369,-1.2511346099662,6.23698254538778e-08,-0.0673876974215212
6687,chr13,97434222,97469128,1,RAP2A,428,0.301518347534103,6.23962228332844e-08,0.147528745303385
5072,chr12,6772512,6778455,1,LAG3,87,0.47282462379749,6.25354949925711e-08,0.164022170189259
5642,chr12,57051198,57028517,2,MYO1A,657,0.802564395604932,6.2670637052679e-08,0.0759935056971951
7413,chr14,92907482,92905697,2,LINC02287,595,0.503689949610604,6.27644092633643e-08,0.0734009757554938
16870,chr3,112294258,112140887,2,SLC9C1,738,-0.750894211157139,6.2796163556223e-08,-0.0902290478563101
2659,chr10,30629762,30611779,2,LYZL2,207,0.419679217119107,6.31089110769277e-08,0.0563061470360046
8782,chr16,15381047,15363624,2,NPIPA5,297,0.376134714896923,6.38047468370573e-08,0.0152157977651853
12570,chr19,49854591,49854651,1,MIR4749,1274,0.509587277304098,6.39590319223066e-08,0.278837246618211
14320,chr2,219253243,219272188,1,TUBA4B,1371,0.509514826483788,6.40815745036496e-08,0.0975044416413933
503,chr1,31239554,31179745,2,NKAIN1,503,-0.469059662163532,6.44563155955963e-08,-0.179623448267709
7462,chr14,96204844,96268967,1,BDKRB1,644,0.496701072234406,6.47280852748159e-08,0.0865572838847135
740,chr1,45491166,45343883,2,TESK2,740,0.222379278554013,6.48106754566038e-08,0.0895001528663444
15662,chr22,20979462,20999038,1,LZTR1,91,-0.854274040906866,6.50820276731517e-08,-0.180847836609684
976,chr1,77282051,77559969,1,AK5,976,-0.523049613752792,6.53418135790144e-08,-0.227096960938579
7469,chr14,96943579,96945394,1,LINC00618,651,0.410416384842999,6.59967918330394e-08,0.0769427759433273
19886,chr6,28080975,28089563,1,ZNF165,231,-0.708047692759217,6.60455399992489e-08,-0.169823636623643
19165,chr5,135653935,135648584,2,LINC01959,672,0.731124197724644,6.61159865719511e-08,0.134477917064764
17434,chr3,187702313,187733849,1,LOC100131635,1302,0.580299695255544,6.6697851985208e-08,0.0518216117210987
5878,chr12,96400560,96278261,2,CDK17,893,0.381482377246811,6.74562862260026e-08,0.130530939822737
16374,chr3,39408389,39408539,1,SNORA6,242,-0.827203465127804,6.76328461400886e-08,-0.323200366774678
15859,chr22,36028425,35738736,2,RBFOX2,288,-0.266620613277619,6.77579834459208e-08,-0.205164977565524
5169,chr12,10723312,10699089,2,YBX3,184,0.338760129639934,6.78275872628035e-08,0.14330846484468
15730,chr22,24806169,24927578,1,SGSM1,159,-0.638835020072315,6.8214704317514e-08,-0.134427202363689
7437,chr14,94323394,94304248,2,SERPINA6,619,0.694738102983061,6.83843058928064e-08,0.0517994784106653
359,chr1,23019448,23083689,1,KDM1A,359,0.405736678554553,6.85562643382811e-08,0.0887510318858337
8780,chr16,15131601,15104723,2,PKD1P6-NPIPP1,295,0.82288823807443,6.85641491025007e-08,0.0485264320620508
6312,chr13,25095868,25099254,1,PABPC3,53,0.38157964551816,6.87369339712127e-08,0.0642334111293624
18283,chr4,143700675,143577302,2,FREM3,749,-0.600252741296215,6.87481526662578e-08,-0.0909140125484501
18258,chr4,139177218,139028112,2,ELF2,724,-0.323300354774268,6.95031065700221e-08,-0.269609927475486
5648,chr12,57194504,57194576,1,MIR1228,663,0.395863127312088,6.95797035004832e-08,0.141861367138007
24887,chrX,154412112,154401238,2,DNASE1L1,924,-0.728007379049709,6.99616083023856e-08,-0.250290529445036
15770,chr22,29268009,29300525,1,EWSR1,199,-0.694923250958857,7.05434891042527e-08,-0.157387432089427
11779,chr19,14572062,14566078,2,NDUFB7,483,0.461956483678582,7.07849861771816e-08,0.182240098693288
6718,chr13,100708325,101059286,1,NALCN-AS1,459,0.520433530980957,7.08385420765497e-08,0.137350268019026
2328,chr1,234629311,234634780,1,LINC00184,2328,-0.985480283430986,7.09989050425856e-08,-0.136222569764571
21848,chr7,132758970,132760632,1,LOC100506937,904,0.668533034011774,7.13536393852045e-08,0.0799206302467903
3085,chr10,96587452,96518109,2,TM9SF3,633,0.401472046949806,7.13955250747996e-08,0.107685029050845
1916,chr1,183186238,183244900,1,LAMC2,1916,-0.557162780087669,7.15933187571097e-08,-0.155046295999589
16891,chr3,113747019,113812056,1,ATP6V1A,759,-0.547308548891133,7.1758832089454e-08,-0.157467013345482
11300,chr19,344807,301444,2,MIER2,4,0.64326538758561,7.21158387119515e-08,0.0564162202659829
23759,chr9,129642169,129634604,2,ASB6,782,0.494123122263588,7.24550623284797e-08,0.218257653011716
3020,chr10,89327894,89340971,1,IFIT3,568,0.756291928876636,7.27310998570349e-08,0.0695351952653047
5038,chr12,4669741,4851003,1,GALNT8,53,0.212774969868346,7.28600159287628e-08,0.0411015936152757
21980,chr7,149126346,149102784,2,ZNF425,1036,-0.587037243272384,7.33004937566854e-08,-0.189079321217896
17706,chr4,17810902,17844862,1,NCAPG,172,-0.651550355767547,7.37226397724413e-08,-0.162383209590481
23309,chr9,75088217,75060573,2,NMRK1,332,-0.705970954800656,7.42618119596689e-08,-0.151125507435275
6610,chr13,77606551,77599755,2,SCEL-AS1,351,-0.792017799840705,7.45489916778691e-08,-0.0969052962597449
4159,chr11,62665336,62665711,1,SNORA57,737,-0.851588907565697,7.45581002153638e-08,-0.283735820196288
22318,chr8,30658251,30578318,2,GTF2E2,238,0.374401272099027,7.48533767180604e-08,0.119061644809909
10600,chr17,64507530,64499616,2,DDX5,1114,-0.467126039670511,7.540739606754e-08,-0.307698146409337
22095,chr8,1971397,1976478,1,KBTBD11-OT1,15,0.649876509845746,7.55851737438812e-08,0.124013069851376
14832,chr20,33811304,33854366,1,CHMP4B,303,0.318430361416191,7.58294674212893e-08,0.107453941583367
15720,chr22,24270817,24417740,1,SPECC1L,149,-0.417486817342497,7.64572044387114e-08,-0.123085729327076
15288,chr21,21737319,21723293,2,LINC00317,44,-1.78926235081494,7.64822453097045e-08,-0.0535859056205851
6091,chr12,120155499,120155434,2,MIR4498,1106,0.498392970641783,7.76614327087289e-08,0.12489876449319
10235,chr17,42514188,42514307,1,MIR5010,749,0.725506896133791,7.83084460413838e-08,0.179330223708859
14071,chr2,184598366,184939492,1,ZNF804A,1122,-0.600643022047757,7.87136390305493e-08,-0.178187178351483
12684,chr19,52786763,52764195,2,ZNF600,1388,0.65286125562708,7.87831111807196e-08,0.0181189463651305
12674,chr19,52336245,52367778,1,ZNF610,1378,0.89929885360399,7.9326833423495e-08,0.0290991035833404
6491,chr13,48303661,48296513,2,RB1-DT,232,0.631404088311198,7.95076487216315e-08,0.133319292684102
1378,chr1,150010676,149937812,2,OTUD7B,1378,0.340896487159916,7.9852609575484e-08,0.123711361120154
13282,chr2,47345074,47192405,2,EPCAM-DT,333,0.296552989805046,7.98534803301472e-08,0.152847988417011
11521,chr19,6767588,6752160,2,SH2D3A,225,0.444583174370469,7.98702087617092e-08,0.0935397128619951
19010,chr5,112419316,112142441,2,EPB41L4A,517,0.31988324137959,8.04538376745422e-08,0.163332801629891
24049,chrX,17861337,17800049,2,RAI2,86,0.204920703976974,8.08106585604939e-08,0.0435772013877306
21523,chr7,95435329,95404863,2,PON2,579,0.625164751360131,8.13396047336869e-08,0.0698281508202144
3044,chr10,92291087,92046692,2,CPEB3,592,0.266748467389522,8.14790237550133e-08,0.140978038306186
16826,chr3,101827991,101861022,1,NFKBIZ,694,-0.731258222660871,8.17150005641193e-08,-0.209676263060344
17072,chr3,132722442,132680609,2,NPHP3,940,-0.494744127140263,8.18487994188279e-08,-0.129790775896543
22596,chr8,86743675,86553977,2,CNGB3,516,-0.70785367237459,8.18999763958922e-08,-0.120731335006505
794,chr1,50960263,50437028,2,FAF1,794,0.295338419674616,8.27351571120724e-08,0.202713680306959
22887,chr8,143213193,143217170,1,GPIHBP1,807,-0.900735379643872,8.30187146174466e-08,-0.22262100009738
20336,chr6,50818723,50847613,1,TFAP2B,681,-1.21676369821955,8.33251843940873e-08,-0.0913788581634974
3833,chr11,32583798,32606262,1,EIF3M,411,-0.596747358231714,8.34178182183309e-08,-0.129090231716908
9545,chr17,3063607,3062669,2,OR1D5,59,0.363274435803847,8.34592028184117e-08,0.0881675034823025
11872,chr19,17951293,18000080,1,KCNN1,576,0.449278790518819,8.35269391881663e-08,0.130130033219032
16394,chr3,42581840,42595114,1,SS18L2,262,-0.575240819263288,8.41923800030315e-08,-0.216980173967192
5761,chr12,71441898,71125085,2,TSPAN8,776,0.348609817160036,8.42954141677099e-08,0.128039681310054
23310,chr9,75088543,75147265,1,OSTF1,333,-0.647447015971995,8.44669869481464e-08,-0.146949276230155
16902,chr3,114445521,114520132,1,ZBTB20-AS5,770,-0.637428847882011,8.51246286398241e-08,-0.110013215106428
7297,chr14,74303069,74360008,1,VRTN,479,-0.758500309560338,8.5439635509814e-08,-0.200920454971955
16529,chr3,49171611,49176486,1,KLHDC8B,397,-1.00782455794068,8.54933056164184e-08,-0.20227096376561
18222,chr4,122732702,122744943,1,BBS12,688,-0.540180165338103,8.56340888550176e-08,-0.202191591035912
14318,chr2,219245478,219236606,2,GLB1L,1369,0.490544377291683,8.57580576088986e-08,0.0887688542124296
5870,chr12,95858839,95795345,2,LOC105369921,885,0.453605462109061,8.5992761977705e-08,0.0823436551152785
12590,chr19,50415799,50431313,1,SPIB,1294,0.526082633581433,8.6146366858518e-08,0.0959801750271878
7381,chr14,88792752,88612431,2,EML5,563,-0.565142937317744,8.63677561448303e-08,-0.117903066159605
7844,chr15,38565575,38488103,2,RASGRP1,176,0.359024377871632,8.66842340463411e-08,0.0355793111562559
5527,chr12,53500921,53506431,1,TARBP2,542,0.339238425459226,8.68125887306265e-08,0.245149760338564
15390,chr21,33402896,33479348,1,IFNGR2,146,0.333259336505485,8.69324691421295e-08,0.166768863831884
24821,chrX,151563622,151676739,1,PASD1,858,-0.856788423550581,8.73297585380816e-08,-0.111832557696701
22418,chr8,52194362,52199580,1,LOC101929341,338,-1.20481456841748,8.83249761399547e-08,-0.0776146426071427
22762,chr8,122781394,122974512,1,ZHX2,682,-0.571073749162262,8.84201521823382e-08,-0.286856920718125
24099,chrX,26216169,26218270,1,MAGEB5,136,-1.20743124846195,8.91645960588523e-08,-0.0650881005038614
22885,chr8,143039209,143059942,1,C8orf31,805,-0.846235234221311,8.9334428659817e-08,-0.157314890477819
944,chr1,70411218,70439851,1,CTH,944,-0.370404168217549,8.94388510381423e-08,-0.190024199735719
21776,chr7,124765627,124745997,2,GPR37,832,0.569840140180615,8.94409549491511e-08,0.0988721810145045
22069,chr7,157466231,157499716,1,LOC101927914,1125,-0.786823206403047,8.96290511801296e-08,-0.148843579469766
2395,chr1,247008093,246945547,2,ZNF695,2395,-0.991037583162144,8.98594034784075e-08,-0.0899229049111938
5300,chr12,27780020,27803040,1,KLHL42,315,0.526537823659083,8.99590975022553e-08,0.101986826707764
24665,chrX,130165887,130129362,2,AIFM1,702,-0.517774102046249,8.99590975022553e-08,-0.144768537020346
24650,chrX,125320120,125325214,1,TEX13C,687,-0.9916273956767,9.00279742296085e-08,-0.114931792982918
17182,chr3,150287373,150265412,2,LINC01214,1050,-0.554126411114037,9.02530434616874e-08,-0.0975660798110687
5640,chr12,57006446,56998834,2,ZBTB39,655,0.703414261111323,9.09896037465086e-08,0.105160710810925
22959,chr8,144476335,144473412,2,FOXH1,879,-0.739917116031677,9.11175872339954e-08,-0.289284137463667
12618,chr19,51002711,50996007,2,KLK8,1322,-1.31317351031875,9.16288046304452e-08,-0.124775320422722
763,chr1,46538696,46570255,1,MKNK1-AS1,763,0.429836669752034,9.18867825845962e-08,0.0748899685812519
12551,chr19,49590262,49555711,2,NOSIP,1255,0.343073649398059,9.18886561331072e-08,0.175196012414794
15405,chr21,34364024,34371389,1,KCNE2,161,0.622916238246771,9.23951651402699e-08,0.121288486913369
22603,chr8,90003228,89933336,2,NBN,523,-0.616757059687095,9.27083623072409e-08,-0.121660757376032
23443,chr9,97013580,96898066,2,MFSD14C,466,-0.734735825627656,9.28061672270648e-08,-0.093607848426266
479,chr1,28582983,28578538,2,SNHG12,479,-0.670929256643587,9.28604181214416e-08,-0.276425063400936
8298,chr15,79311062,79427432,1,TMED3,630,-0.895854847092233,9.3080696860011e-08,-0.158132187520639
17383,chr3,184314495,184335358,1,EIF4G1,1251,0.508432325169236,9.31106546874443e-08,0.154579503053599
4396,chr11,68844410,68754620,2,CPT1A,974,-0.713434821979563,9.31117557820022e-08,-0.162762191316968
4956,chr11,130159562,130210376,1,ST14,1534,-0.719404314452745,9.31137328526553e-08,-0.114429433191333
4170,chr11,62754188,62750963,2,ZBTB3,748,-0.626077668682032,9.3125367247764e-08,-0.350171298732852
5385,chr12,48203387,48202083,2,OR10AD1,400,0.30523457759367,9.32574431513675e-08,0.14554641761863
8755,chr16,11916082,11868128,2,GSPT1,270,0.352551633139707,9.35530678347226e-08,0.14694280284742
12539,chr19,49453169,49471048,1,ALDH16A1,1243,0.369012835793065,9.35530678347226e-08,0.176605709370199
2398,chr1,247104372,247099962,2,ZNF669,2398,-1.33968295501807,9.37006333683146e-08,-0.185788602330651
8017,chr15,52191369,52115105,2,GNB5,349,0.573206013502216,9.42654683129434e-08,0.0752004473359112
2233,chr1,225810092,225845563,1,EPHX1,2233,0.281240126615282,9.43284512364614e-08,0.128834774885524
17932,chr4,71804041,71741693,2,GC,398,-0.778694569853113,9.46650119383666e-08,-0.0839669198434345
12563,chr19,49766968,49807112,1,AP2A1,1267,0.363945380663106,9.50376535624431e-08,0.14722260135082
975,chr1,77219430,77088990,2,PIGK,975,-0.682679123454425,9.5434753687078e-08,-0.153614573544981
22213,chr8,21298206,21309449,1,LOC101929172,133,0.4357608179331,9.54891537263384e-08,0.0314184902611108
21927,chr7,142855061,142871094,1,EPHB6,983,-0.741216654136639,9.58957026059692e-08,-0.152103594476501
11439,chr19,3982572,3982507,2,SNORD37,143,0.461407600161857,9.59377487929348e-08,0.373621204754065
11430,chr19,3762664,3768575,1,MRPL54,134,0.534868907871487,9.66183997280026e-08,0.208462578926058
20617,chr6,116765723,116752197,2,FAM162B,962,-1.22662228627898,9.66804367373466e-08,-0.0833128462833966
15925,chr22,38656636,38673854,1,CBY1,354,-0.834142743260832,9.72496900356415e-08,-0.117654123311419
7068,chr14,47795092,47764954,2,LINC00648,250,-1.41622170246324,9.75432142774658e-08,-0.0581673707202923
6845,chr14,20413429,20365667,2,TEP1,27,0.502161960851212,9.76233970823739e-08,0.0927554879667614
8636,chr16,2817180,2826304,1,PRSS21,151,0.33092788320123,9.76233970823739e-08,0.0453392115474048
10898,chr17,82374230,82375586,1,UTS2R,1412,-0.582733588403388,9.77058896853506e-08,-0.346576824454268
12071,chr19,35666516,35678483,1,UPK1A,775,0.736807475297733,9.79979377370558e-08,0.0673721518684448
6310,chr13,24764152,24879921,1,RNF17,51,0.561955519854563,9.81015826582139e-08,0.059191644903359
16601,chr3,51941941,51933430,2,RRP9,469,-0.591443198228486,9.82669642163409e-08,-0.246268710935322
13284,chr2,47345158,47387601,1,EPCAM,335,0.455250070497317,9.98346419478822e-08,0.09453091160948
7851,chr15,40039311,40067290,1,SRP14-AS1,183,0.530620118207766,1.00071681079751e-07,0.103436202357021
21425,chr7,76048004,75996338,2,STYXL1,481,-0.769032810177597,1.00245207962474e-07,-0.126885526999545
22760,chr8,122428551,122414332,2,SMILR,680,-1.04114932226676,1.00530811762358e-07,-0.0960374717320634
12663,chr19,52008230,51991332,2,ZNF615,1367,0.756364380289966,1.00579472254241e-07,0.0664118833526928
24626,chrX,120036236,120146854,1,RHOXF1-AS1,663,-0.618354651544899,1.00664472041046e-07,-0.0776541782182116
15048,chr20,49568146,49503874,2,PTGIS,519,0.421151796182939,1.00857078709476e-07,0.0856696819581946
24850,chrX,153495516,153444720,2,HAUS7,887,-0.560713083282489,1.00857078709476e-07,-0.171740034900289
20506,chr6,93419547,93240020,2,EPHA7,851,-0.428378782715365,1.01026932433618e-07,-0.225980146833795
7907,chr15,42094554,42067009,2,PLA2G4D,239,0.517585345579575,1.01083176030036e-07,0.0600748482932559
18112,chr4,101419961,102074812,1,BANK1,578,-0.351028278913489,1.01089880734653e-07,-0.178940429956529
13373,chr2,65130106,65070701,2,RAB1A,424,-0.509949837493731,1.01378833515544e-07,-0.18101094221185
19656,chr6,144885,131910,2,LINC00266-3,1,0.702758993075745,1.01748395518145e-07,0.0518237978261238
2684,chr10,37309185,37347031,1,LINC00993,232,0.654044006947853,1.01839478552351e-07,0.0206233566600902
1294,chr1,119368779,119394130,1,HAO2,1294,0.553098656753089,1.02444114509077e-07,0.0813346935052764
