,pos,H05,H47,M29,M35,M60,M80
3833,3835,27.428542238682,31.5337417378687,48.5828282828283,40.2955857120575,40.1756991321117,43.6935362719905
3834,3836,27.5515484324117,31.6799935515072,48.4869731800767,40.2818593043207,40.0771456123432,43.8626606048626
3835,3837,27.6895855947896,31.8426890214411,48.4206548241032,40.2921229137421,40.0005464480873,44.0316268037161
3836,3838,27.8062192708,31.9573754634853,48.2785440613028,40.239588207768,39.8629058180648,44.1505040521842
3837,3839,27.804124896239,31.9482830888279,48.0013584117033,40.0602714085167,39.6090646094502,44.0691440996244
3838,3840,27.6369708192325,31.6904401096243,47.4782654127482,39.6414599906411,39.1550626808099,43.7741846214667
3839,3841,27.6515931294298,31.6564565532806,47.418634622083,39.5835595070972,39.0871423979426,43.7814192528167
3840,3842,27.8288998148266,31.8334676769304,47.6489028213167,39.7687100296366,39.2511089681773,44.0385056335244
3841,3843,27.9295447289445,32.007963888441,47.9342737722049,39.9950397753861,39.453744776599,44.2229689661988
3842,3844,27.8777089585594,32.0080928582943,47.9819226750262,40.0164716892841,39.4683060109288,44.2035580154181
3843,3845,27.7175020752187,31.9235208769949,47.9136886102404,39.9413819996881,39.3986178077787,44.0264874481123
3844,3846,27.4672115446012,31.7268418507173,47.6866597004529,39.738948681953,39.2082610093216,43.7360347894841
3845,3847,27.0987676393589,31.3333548283088,47.2406826889586,39.3422554983622,38.8477017036321,43.2828622257363
3846,3848,26.9145009897197,31.1132355311945,47.0422849181471,39.1455935111528,38.7008678881387,43.0458588653884
3847,3849,27.0345316391035,31.2293728840882,47.3039010797632,39.3410076431135,38.9372227579555,43.2495354813204
3848,3850,27.0693825426218,31.2860228921488,47.4637756879137,39.4616128529091,39.0792992606878,43.3386835342953
3849,3851,26.8787050635336,31.0942769627598,47.2529432253571,39.2698486975511,38.9224686595949,43.1559596758252
3850,3852,26.8014303045782,31.0335644043204,47.2075235109719,39.159819060989,38.9060752169719,43.1881004151018
3851,3853,26.6801992209948,30.9824923424148,47.2811563915013,39.1433161753237,38.9874959819992,43.1825657244515
3852,3854,26.6395760168571,31.0359825890697,47.6164402647162,39.3033848073624,39.277113468338,43.259497924491
3853,3855,26.7699891450099,31.2451072061904,48.1925809822362,39.6585556075496,39.7708775313403,43.5395532713975
3854,3856,27.0306876955494,31.6354989521198,48.9982236154651,40.2019341756357,40.4377049180327,43.9865586084206
3855,3857,27.0371496073047,31.859680799613,49.5983977708116,40.6217438777102,40.9247830279652,44.0508796204783
3856,3858,26.9390971202349,31.9036917620505,49.9088470916058,40.7993448759944,41.175088396014,43.9953745799565
3857,3859,26.8327182172275,31.8882153796549,50.0828282828284,40.8881297769459,41.3070073931211,43.8929432694208
3858,3860,26.7477172594342,31.8403675640818,50.2375478927204,40.9673373888629,41.4125040180005,43.8256572445147
3859,3861,26.2468680160909,31.137159438981,49.4862417276211,40.3678053345812,40.7474124075859,43.3315279699545
3860,3862,25.7659536428069,30.3947122360147,48.5262277951934,39.6179379192014,39.918225650916,42.8179482111089
3861,3863,25.1969222910414,29.5502176366273,47.2908742598399,38.6848541569179,38.8510125361619,42.1543388021348
3862,3864,24.61360066407,28.7522166693534,46.0015325670499,37.7366089533615,37.7397299903567,41.4525400276734
3863,3865,24.131153821595,28.0329195550539,44.8338209683038,36.8967087817814,36.7398264223721,40.8215852935363
3864,3866,24.1024072536875,27.9251330001611,44.4776384535006,36.6964280143504,36.4509482481516,40.6373591618897
3865,3867,24.1817763872039,27.8125745606963,44.1269244165797,36.5083138355951,36.1620700739311,40.5282071555643
3866,3868,24.3621735521359,27.8020312751893,43.8408568443052,36.3686476368742,35.9402764384441,40.497608222969
3867,3869,24.3910222846561,27.6804771884571,43.4812957157786,36.1450943690532,35.6568627450979,40.2914409962443
3868,3870,25.3374880275844,28.323133967435,43.8891327063742,36.5845889876775,36.0161362905817,41.0011860051393
3869,3871,26.3233893110274,29.0826696759631,44.5759665621735,37.2098268600843,36.5881710061072,41.7642221782961
3870,3872,27.479599003895,29.9800419152022,45.5039010797632,38.0300109187335,37.3567663130825,42.6756275943862
3871,3873,28.6395887874337,30.802998549089,46.4754440961338,38.8631414755889,38.1648023143682,43.6883178493773
3872,3874,30.4256305472192,32.040689988715,47.9203761755487,40.1167368585245,39.3661202185791,45.4148250642419
3873,3875,31.2513760296277,32.5262292439141,48.5547892720307,40.6596786772735,39.8864030858244,46.2141134611583
3874,3876,32.0925483685588,32.9975173303239,49.1385579937305,41.1727031664328,40.3733847637414,47.039770705673
3875,3877,32.662026690505,33.2862808318554,49.5426680599095,41.5224145999065,40.7166827386691,47.6719509784542
3876,3878,33.4693953131984,33.883153312913,50.3637756879137,42.214475120886,41.3949212471873,48.5240561375766
3877,3879,33.2634953068131,33.4537804288246,49.9486241727622,41.8281391358603,41.0763098682094,48.0492982802925
3878,3880,33.398122725241,33.2850878607124,49.9737025426681,41.8127593199189,41.1286724525875,47.8959478157739
3879,3881,33.4675818913224,33.0867967112686,49.9796934865901,41.7772890344721,41.1658952105431,47.6196876853133
3880,3882,33.5831428388991,32.9380622279541,50.026959247649,41.7769146778974,41.2364834458372,47.3881399486064
3881,3883,33.1683161994764,32.1831371916813,49.3184952978057,41.1435657463735,40.7291546126646,46.3687685313303
3882,3884,33.1792605836153,31.9547960664194,49.2360153256706,41.0639213851194,40.7261652201863,45.9996441984582
3883,3885,33.1648936849499,31.7027567306141,49.1213166144201,40.9607861488068,40.7060752169719,45.652144692627
3884,3886,33.2875550731115,31.5739480896339,49.1439219784048,40.9841210419592,40.7982642237221,45.5078078671674
3885,3887,33.3406806717323,31.3639206835401,49.0555207244863,40.9148338792701,40.8058502089359,45.2691045661198
3886,3888,33.7851605900006,31.6828953732064,49.5937304075236,41.3789112462955,41.2797814207649,45.6817157541016
3887,3889,34.1460315433242,31.7988070288569,49.7796934865901,41.5615348619561,41.4910639665701,45.8991104961455
3888,3890,34.1721346018772,31.6773496695146,49.5546847788228,41.397005147403,41.3485374477658,45.7010871713777
3889,3891,34.1702190153885,31.5037240045138,49.2470916057124,41.1568554047731,41.1379299260687,45.4493773473018
3890,3892,34.1835514973501,31.3406093825567,48.9580982236156,40.9245359538294,40.9354226936675,45.2248665744218
3891,3893,35.2249920183896,32.0108657101401,49.831173807036,41.667696147247,41.7554805528767,46.1112868155762
3892,3894,36.2135623523402,32.753667580203,50.7907697666319,42.492403681173,42.6377049180326,47.0519074915991
3893,3895,37.1932060532533,33.4876672577784,51.7304423545804,43.3026360942131,43.5078109932496,48.0407590432892
3894,3896,38.1212566247366,34.2253103337094,52.6859282479973,44.1274684136641,44.3854066216649,48.9859260723463
3895,3897,39.0660366515548,35.0452039335804,53.7600139324278,45.0576821088754,45.3572484731596,49.9629175726428
3896,3898,38.8908371112955,34.8932452039335,53.4304423545804,44.810357198565,45.1065252330439,49.7314884364499
3897,3899,38.8210331396462,34.8403675640818,53.2656565656566,44.6839494618625,44.969463195114,49.6275548527377
3898,3900,38.8224762148011,34.865548927938,53.2222570532916,44.6587739822181,44.9288974606235,49.6037161494366
3899,3901,38.8595236574931,34.8835079800096,53.1611285266458,44.6193417563563,44.8761170041786,49.6381498319826
3900,3902,38.1691462869548,34.3381589553441,52.2063740856845,43.851941974731,44.0705560912888,48.8355010871714
3901,3903,37.4172402783985,33.7529904884732,51.2184256356671,43.0578692871627,43.2472838315653,47.9537457995651
3902,3904,36.7823255219973,33.3651136546831,50.5330198537096,42.5172983933864,42.6747348119574,47.293259537458
3903,3905,36.2109316135623,33.1484120586812,50.08833159178,42.17289034472,42.2831243972998,46.7377742636885
3904,3906,35.7585977906902,33.0837014347895,49.83350748868,41.995445328342,42.0501125040179,46.3848191342162
3905,3907,36.025668858949,33.600806061583,50.4739463601533,42.5528934643582,42.5792028286723,46.8680371614943
3906,3908,36.4208926633037,34.2364339835562,51.2961685823756,43.2659491498987,43.2630022500802,47.4762996639652
3907,3909,36.5628759338484,34.5869740448169,51.7473354231976,43.671252534706,43.6320154291223,47.8013441391579
3908,3910,36.5720835195709,34.7800741576655,52.0167189132707,43.9310559975043,43.8783992285437,47.9341767147657
3909,3911,36.5518549262499,34.938255682734,52.279902473006,44.1821556699423,44.1156862745097,47.9707056730579
3910,3912,36.5202860609156,35.0505239400289,52.5018460466737,44.4007487131493,44.3201542912246,48.001225538644
3911,3913,36.3221250239448,34.9303240367563,52.4398467432951,44.3627203244424,44.2705239472837,47.86016999407
3912,3914,36.0923057276036,34.6929550217635,52.2232671543017,44.1716424894713,44.0893281902924,47.5820122553864
3913,3915,35.7948023753272,34.1861357407705,51.6554510623477,43.6651692403682,43.5920604307295,47.1779007709033
3914,3916,35.8555136964434,34.0040947928421,51.5080111459422,43.5373576665107,43.4540019286402,47.2082229689662
3915,3917,35.8061171061873,33.7833951313879,51.3385231626612,43.3671502105756,43.2692060430728,47.1596362917572
3916,3918,35.9615477938829,33.8327905852006,51.4939742250088,43.48260801747,43.365413050466,47.2868155762008
3917,3919,36.2109571547155,34.1033693374173,51.8957157784745,43.8499766027141,43.6969463195113,47.5831982605258
3918,3920,36.9134027201328,34.8568757053038,52.8693138279346,44.7091249415068,44.5030215364833,48.3737892864202
3919,3921,37.1911372198454,35.2492342414959,53.3590734935563,45.1391670566215,44.9116682738668,48.7376161296699
3920,3922,37.59602835068,35.6865710140254,53.8586555207246,45.6012478552488,45.3585342333653,49.1768333662779
3921,3923,37.9586105612668,36.1185877801063,54.4156043190527,46.0649196693184,45.8067180970748,49.6629373393951
3922,3924,37.8364344550156,36.3417701112364,54.7470219435737,46.3098424582749,46.0179363548697,49.9393951373789
3923,3925,36.7322265500287,35.939738836047,54.3241379310346,45.843425362658,45.5543555126968,49.533030243131
3924,3926,35.8024902624353,35.6636143801385,53.9984674329503,45.4710653564187,45.1542912246865,49.3366673255584
3925,3927,34.9143094310708,35.4762534257616,53.7813653779172,45.1900171580097,44.8450337512053,49.2805692824669
3926,3928,34.018070365877,35.2486538771561,53.4691048415187,44.8673529870535,44.4939247830278,49.1706661395532
3927,3929,33.0063980588723,34.797323875544,52.8406478578893,44.2997972235221,43.9194792671166,48.8028068788298
3928,3930,32.4982440457186,34.5141705626309,52.3738418669454,43.9270628607082,43.5189971070394,48.6015418066811
3929,3931,31.7573462741842,34.052619700145,51.7303030303031,43.4280455467166,43.0255544840886,48.0479936746392
3930,3932,31.262026690505,33.7814605835885,51.4566353187044,43.2014974262986,42.8026679524267,47.7688475983396
3931,3933,30.7766553859906,33.57623730453,51.330512016719,43.1042895024178,42.7329797492766,47.5234236015022
3932,3934,31.2531255986207,34.086538771562,52.2184256356671,43.835907034784,43.5227579556411,48.0287803913817
3933,3935,31.5600536364216,34.4974044817023,52.9723789620342,44.4667602558104,44.2353262616521,48.3329511761217
3934,3936,31.8181853010663,34.7997743027566,53.5833507488681,44.9453751364842,44.7973641915781,48.5113263490808
3935,3937,31.8191175531575,34.8220216024503,53.7107279693487,45.0465761971612,44.9922211507553,48.3045661197865
3936,3938,31.8548113147308,34.8695792358535,53.8287008011147,45.1446264233349,45.1708775313403,48.1212097252421
3937,3939,31.8067811761701,34.9442850233757,53.9762800417974,45.2688504133521,45.3799099967855,47.9473413718126
3938,3940,32.0620394610816,35.2933419313234,54.5137234413097,45.7319918889409,45.9071038251365,48.1542992686301
3939,3941,32.595057786859,35.8049008544252,55.224625566005,46.3790672282016,46.6265188042429,48.5225538644001
3940,3942,33.1151906008556,36.1810414315653,55.7413096482063,46.8688192169709,47.1837351333975,48.8745997232654
3941,3943,33.7539620713875,36.3578591004352,55.8391849529781,47.0509124941507,47.4056894889102,48.9317256374777
3942,3944,34.4178404954983,36.5754634854102,55.9443399512366,47.2572141631571,47.6190613950497,49.0467286024906
3943,3945,35.0552455143349,36.7413509592132,55.9556600487636,47.3829043830916,47.7466730954676,49.1276932200039
3944,3946,35.5336057723006,36.7394164114137,55.7514106583073,47.296084854157,47.6380585020892,49.2156552678395
3945,3947,35.9948023753272,36.8891504110913,55.7706025774992,47.4019653720169,47.7116039858565,49.2967780193714
3946,3948,36.2814379669242,37.0029340641624,55.8056078021596,47.4852909062549,47.7613629058179,49.5117216841273
3947,3949,36.3464912840814,36.8476866032564,55.4863810518984,47.2607081578537,47.4967534554804,49.4215457600316
3948,3950,36.0127322648617,36.345510236982,54.6029606408918,46.5529870535018,46.7489874638379,48.9059893259537
3949,3951,36.0228465615222,36.2578429792035,54.3002438174853,46.3303696771175,46.4918675666987,48.7008499703498
3950,3952,35.8253879062639,36.0554570369175,53.7868686868688,45.9401965372017,46.0510125361619,48.4280687882981
3951,3953,35.6145967690441,35.8463324197968,53.2801811215605,45.5436281391359,45.6202185792348,48.0298873295117
3952,3954,35.3455845731434,35.6388844107689,52.7741205154999,45.1499298081423,45.1871102539375,47.5800751136588
3953,3955,35.3957857097247,35.72919555054,52.7684430512018,45.1805022617377,45.1817743490838,47.5014429729195
3954,3956,35.098512227827,35.6014509108495,52.428073841867,44.951302448916,44.9019929283187,47.1608618304012
3955,3957,34.9028542238682,35.5138158955343,52.166805990944,44.7723912026205,44.6814529090323,46.8805297489622
3956,3958,34.7300555520081,35.5813316137352,52.1233368164404,44.795445328342,44.6545162327225,46.8496540818343
3957,3959,34.5961688270225,35.6467193293566,52.0663880181122,44.8124785524879,44.6270331083252,46.8751136588258
3958,3960,34.1322648617585,35.5635660164435,51.7933820968305,44.6761815629387,44.4468338154933,46.6611583316861
3959,3961,33.5948534576336,35.3444784781556,51.3746429815396,44.3827484011855,44.12700096432,46.3482901759241
3960,3962,33.1384969031351,35.1418668386264,51.0216997561826,44.139666198721,43.876888460302,46.0547539039336
3961,3963,32.7020369069663,34.9506367886505,50.7015325670499,43.9109655279988,43.6509803921567,45.7813797193121
3962,3964,32.2652065640763,34.7322263420924,50.360815047022,43.6588363749805,43.4006428801027,45.5468274362522
3963,3965,32.3004150437392,34.6297597936481,50.0860675722746,43.455217594759,43.194856959177,45.7196283850563
3964,3966,32.3929506417214,34.554860551346,49.8532915360502,43.2930276087974,43.026100932176,45.9497529155959
3965,3967,32.4529212693953,34.4546509753344,49.5991988854059,43.1086569957885,42.8398907103824,46.0912828622257
3966,3968,32.5036204584637,34.3707883282282,49.3077673284571,42.9133052565903,42.639119254259,46.2189760822297
3967,3969,32.4203435285103,34.1133000161211,48.7581678857542,42.5023553267821,42.2372870459658,46.0805297489622
3968,3970,32.3879190345444,34.1505078187972,48.5856147683735,42.4489159257526,42.1585985213756,46.0560980430915
3969,3971,32.3018070365877,34.1781718523294,48.4103448275863,42.3902667290595,42.0756991321117,45.9314884364499
3970,3972,32.2240597662984,34.2367241657261,48.2531173807037,42.355420371237,41.9969141755061,45.8431310535679
3971,3973,32.2472511333886,34.4414638078348,48.2843956809475,42.4884105443769,42.0729668916746,45.9346511168215
3972,3974,31.6920886278015,34.144123811059,47.6747474747476,42.0529090625488,41.5694310511088,45.5066218620281
3973,3975,30.8966732647979,33.6158632919554,46.8459073493557,41.39616284511,40.8704596592734,44.703735916189
3974,3976,30.1336185428772,33.0444623569239,45.9657958899339,40.6867883325535,40.1247187399549,43.974263688476
3975,3977,29.0494476725624,32.2210865710139,44.7526994078719,39.7150834503198,39.123850851816,42.9532318640047
3976,3978,27.8764957537832,31.2189585684345,43.3767328456984,38.5668382467634,37.9631951141111,41.7801146471635
3977,3979,26.836485537322,30.3108495889085,42.2276558690353,37.5853377008267,36.992606878817,40.7253212097252
3978,3980,25.9668731243215,29.5163952926002,41.2301637060259,36.7231945094369,36.140244294439,39.9456018976082
3979,3981,25.0861503096864,28.8254070610993,40.3473005921283,35.9789736390579,35.3947926711667,39.1342162482704
3980,3982,23.983679203116,27.8779300338545,39.0951236502961,34.901762595539,34.2870138219221,38.1152401660407
3981,3983,22.8618479024328,26.9436724165725,37.8314176245212,33.8289190453908,33.180038572806,37.0827436252224
3982,3984,22.1232488346848,26.426567789779,37.0187739463602,33.1649040711278,32.4339440694309,36.4815971535876
3983,3985,21.3265053317157,25.8269869418022,36.125182863114,32.4286382779598,31.6285438765669,35.7769519667918
3984,3986,20.5478321946235,25.2201515395775,35.3457331940091,31.6912494150679,30.8299582127932,35.1130658232852
3985,3987,20.3358789349339,25.107915524746,35.258481365378,31.5333645297146,30.6455159112824,35.0152203992884
3986,3988,20.1843305025222,24.9944865387714,35.2844305120168,31.384807362346,30.4848601735775,34.9983000593002
3987,3989,19.8608773386118,24.6619055295823,34.9863462208291,31.0032756200281,30.1299903567983,34.7679383277327
3988,3990,19.5276419130323,24.320844752539,34.6282131661443,30.6097644673218,29.765638058502,34.5206957896817
3989,3991,19.0394483110912,23.8589392229565,34.1420411006619,30.0657619716113,29.2558984249436,34.1214073927653
3990,3992,18.5535789540897,23.348895695631,33.5221525600837,29.4543440960849,28.6916747026678,33.730697766357
3991,3993,18.0285550092586,22.9202643881991,33.0288052943226,28.9540789268445,28.2307939569269,33.2941688080648
3992,3994,17.9050124513121,22.9956150249878,33.3146987112505,29.1217594759008,28.4588235294116,33.3140146273967
3993,3995,17.645769746504,22.9674028695791,33.2903169627308,29.1509904851038,28.5367084538732,33.1610199644198
3994,3996,17.5509609858885,23.0584555860066,33.304214559387,29.3973171112151,28.8684024429443,33.2811227515319
3995,3997,17.3875486878232,23.0707077220698,33.0616858237549,29.5147402901264,29.0477338476373,33.2489820122554
3996,3998,17.2996998914501,23.0708044494598,32.7628004179729,29.6408048666355,29.2675666988105,33.3525202609211
3997,3999,17.1873698997509,22.9095921328388,32.2375478927204,29.486725939791,29.1843780135003,33.4197272188179
3998,4000,17.1975352787178,22.9258745768175,32.1698711250436,29.5712681328966,29.344294439087,33.6528562957106
3999,4001,17.3546772236766,23.1402869579235,32.4717171717172,29.8315707377945,29.6445837351333,34.0186202806879
4000,4002,17.5886086456803,23.4880541673383,33.0794496691049,30.2815785368898,30.1380585020892,34.4713184423799
4001,4003,17.6294617201966,23.7057552797032,33.5116335771509,30.4597410700359,30.3080360012856,34.5442577584503
4002,4004,17.7512547091501,23.9717878445912,33.964367816092,30.6812041803151,30.5075216972033,34.7093892073532
4003,4005,17.8188493710491,24.1042721263903,34.1909090909092,30.6487287474653,30.3923497267758,34.7177307768334
4004,4006,17.7080646191175,23.9155247460905,33.8608847091606,30.2085478084543,29.8551912568305,34.4104368452263
4005,4007,17.5664644658706,23.703143640174,33.5698711250436,29.7358914365934,29.2573127611699,34.0092903735916
4006,4008,17.4962135240406,23.5436401741092,33.3113200975271,29.4183746685385,28.8310832529732,33.7448112275153
4007,4009,17.3987229423408,23.4591971626631,33.1452107279694,29.2002495710498,28.4994535519124,33.457046847203
4008,4010,17.2836983589809,23.3480896340479,32.9768025078371,29.0104819840899,28.246544519447,33.1780984384266
4009,4011,17.2756145839984,23.451330001612,33.1001393242773,29.0820464826081,28.251269688203,33.0815180865784
4010,4012,17.3402081603984,23.6353054973399,33.3422152560084,29.2663235064733,28.3970106075216,33.1211306582328
4011,4013,17.4415426856522,23.7616314686441,33.4892023685128,29.3605053813758,28.4756669881066,33.2142715951769
4012,4014,17.4407509099035,23.7382234402707,33.4411354928597,29.2847917641554,28.3955641272901,33.1612571654477
4013,4015,17.7153821595045,24.0280187006286,33.848275862069,29.5990329121822,28.7153969784634,33.530025696778
4014,4016,17.8758955366834,24.1367080444945,34.0229885057472,29.703759163937,28.8459337833493,33.7299861632734
4015,4017,18.2088755507311,24.5004352732547,34.5771856495995,30.1036655747934,29.2749598199934,34.1930816366871
4016,4018,18.5324819615605,24.9044333387069,35.2046673632881,30.5726719700515,29.7649951783991,34.6524214271595
4017,4019,18.9682395760168,25.4205384491374,35.9865552072449,31.1641241615973,30.3848280295724,35.2166436054556
4018,4020,19.3083583423791,25.828760277285,36.6098920236852,31.6182186866324,30.8716168434586,35.637991697964
4019,4021,19.6093225209118,26.2615831049491,37.2908394287705,32.1241615972547,31.4122147219542,35.9826052579561
4020,4022,19.7812655641402,26.5038207319038,37.6890282131662,32.4105443768523,31.7323368691738,36.1265467483692
4021,4023,19.9698742098205,26.7253586974043,38.0503308951586,32.6654188114179,32.0179363548697,36.2862621071358
4022,4024,19.9985186131153,26.7560212800257,38.2198537095089,32.7370145063173,32.1428158148504,36.2298082625025
4023,4025,19.9768724857927,26.7067547960663,38.2922326715431,32.7284666978631,32.1931211828993,36.0941292745602
4024,4026,19.8973628759338,26.5228115428017,38.2428422152561,32.5937607237561,32.1330118932818,35.8585886538842
4025,4027,19.9065832322329,26.4455908431403,38.3539881574365,32.5910778349712,32.2127290260365,35.703617315675
4026,4028,19.8566758189132,26.3241657262613,38.4591083246256,32.5799719232569,32.2963355834136,35.4727416485471
4027,4029,19.9122150565098,26.3811059164919,38.7954719609893,32.7813445640306,32.5792349726775,35.3751334255782
4028,4030,20.1111295574995,26.5546348541027,39.3103796586556,33.1262205584153,33.0152041144325,35.4378335639454
4029,4031,20.3927080007662,26.8314686442043,39.8900731452456,33.5502729683357,33.5076181292188,35.6616722672465
4030,4032,20.5322137794521,26.8873448331451,40.161476837339,33.7101544220871,33.7335261973641,35.7516505238189
4031,4033,20.7961432858693,27.1510236982104,40.6686520376176,34.0983309936048,34.1619093539054,35.9727614152995
4032,4034,21.0358725496456,27.3995486055133,41.1393591083247,34.4914677897364,34.5575056252008,36.1920537655663
4033,4035,21.30254773003,27.746703208125,41.7406826889586,34.9944158477617,35.0589842494373,36.4077090334058
4034,4036,21.5540770065768,28.07003063034,42.3157436433299,35.4781781313368,35.541819350691,36.5997232654675
4035,4037,21.8651427111934,28.4091568595839,42.9081853012888,35.9856808610201,36.0428479588555,36.8496145483297
4036,4038,22.2145456867377,28.7000806061582,43.4411354928597,36.4332241459991,36.4910639665701,37.2408381102985
4037,4039,22.514488219143,28.8813477349668,43.7699059561129,36.6948369989081,36.7774349083894,37.5540225340977
4038,4040,23.1601430304578,29.3439948412057,44.6363636363637,37.3685228513493,37.4953391192541,38.3760822296897
4039,4041,23.9429793755188,30.0003224246331,45.7622431208639,38.2606769614725,38.422950819672,39.383514528563
4040,4042,24.6964944767256,30.6287925197484,46.8693486590039,39.1231321166745,39.3298617807777,40.368689464321
4041,4043,25.3340782836345,31.282863130743,48.0198537095089,40.0212135392295,40.2617164898745,41.1578968175529
4042,4044,26.0169593257135,31.979429308399,49.20609543713,40.9671190141944,41.2144326583091,42.0435263886144
4043,4045,26.1269778430496,32.0606480735127,49.3768373389064,41.1014506317267,41.3334619093538,42.1680964617513
4044,4046,26.1537194304322,32.045461873287,49.3853709508883,41.1239744189674,41.3293474766954,42.1827238584701
4045,4047,26.1122661388161,31.9912300499757,49.3196098920237,41.0953049446264,41.2552876888459,42.1212887922514
4046,4048,26.0605708447736,31.9004030307914,49.2134447927552,41.0342536265793,41.1424300867887,42.0358964222178
4047,4049,25.7557244109571,31.5078510398193,48.5208289794497,40.5322102636094,40.5647380263579,41.513540225341
4048,4050,25.4059766298448,31.1134289859744,47.8005224660398,40.0301045078771,39.9716168434585,40.9472623048033
4049,4051,25.0582976821403,30.7126874093179,47.0601880877743,39.5113398845734,39.3551269688202,40.3707452065626
4050,4052,24.7710746440201,30.4003224246331,46.4318355973529,39.097083138356,38.8481838637093,39.8553469065033
4051,4053,24.3485345763361,29.8309205223278,45.4050156739812,38.345343940103,38.0169720347154,39.1790472425381
4052,4054,24.2885000957793,29.6964372078025,45.1558342041101,38.1807206364062,37.8057216329153,39.1247677406602
4053,4055,24.2149160334589,29.5376430759309,44.8931382793452,37.9934175635626,37.5747669559626,39.0806483494762
4054,4056,24.6229870378647,29.8609060132193,45.2688610240335,38.3402589299641,37.8709096753454,39.7450484285432
4055,4057,25.0087606155417,30.2090278897306,45.7008011145943,38.7222586180003,38.207907425265,40.3873888120182
4056,4058,25.646331651874,30.8528453973882,46.4632183908046,39.4237716424895,38.8513982642236,41.3357185214469
4057,4059,26.1936402528574,31.3968402385941,47.072796934866,40.0086413975979,39.3944712311152,42.1232654674837
4058,4060,26.6989719685843,31.8776720941479,47.5554510623477,40.5036343784121,39.8623915139825,42.8341174145088
4059,4061,26.7780601494157,31.956150249879,47.5050853361199,40.5522383403525,39.8956605593055,42.9040521842261
4060,4062,26.8468041632079,32.0641302595517,47.4862068965518,40.6230853221027,39.950144648023,42.9673057916584
4061,4063,27.1013217546772,32.429050459455,47.8148380355277,40.9336452971455,40.2398264223721,43.3503854516703
4062,4064,27.3911244492688,32.8302756730613,48.2494252873564,41.2930588051786,40.575763420122,43.7739474204388
4063,4065,27.4265372581572,32.9054650975333,48.2746081504703,41.3196693183591,40.5712954034071,43.9299070962641
4064,4066,27.6779388289381,33.2000644849265,48.6513409961686,41.5403213227266,40.8125683060108,44.4427752520261
4065,4067,27.8746567907541,33.5324520393357,49.0987809125741,41.8392138511933,41.1117647058822,44.8778019371417
4066,4068,27.8617329672434,33.5777527003062,49.2181469871126,41.8566838246763,41.1456766313081,45.0088159715359
4067,4069,27.8025285741651,33.5906174431725,49.2676071055382,41.8399313679613,41.143169398907,45.0709626408381
4068,4070,28.0393716876317,33.9687570530387,49.8115639150122,42.1955077211044,41.5240115718417,45.4530539632338
4069,4071,28.1535151012068,34.3096566177654,50.2585858585859,42.5424426766495,41.8792349726774,45.6153389998023
4070,4072,27.9516761381776,34.0890536837013,49.973911529084,42.2419591327406,41.6433301189327,45.2953152796996
4071,4073,27.9117553157525,34.0561986135739,49.9208289794497,42.1361410076431,41.6189971070394,45.1618501680174
4072,4074,27.9631568865334,34.178236337256,50.0733194009057,42.2005303384807,41.7779492124717,45.1329116426171
4073,4075,27.7770257327118,34.0596807996129,49.8213166144201,41.9858680393074,41.6241080038571,44.7758845621664
4074,4076,27.4711065704616,33.7162340802836,49.2588645071404,41.5224145999064,41.2089038894245,44.2681557620083
4075,4077,27.4878487963731,33.7268418507172,49.0655172413794,41.4155981906099,41.1057216329153,44.2415892468867
4076,4078,27.2781176170104,33.5351281637916,48.6275862068966,41.1199812821713,40.8030536804884,43.9026289780589
4077,4079,26.9788391545878,33.1960019345477,47.9899338209684,40.6563094681017,40.3222436515588,43.4741253212097
4078,4080,26.8127961177447,32.9771078510397,47.5606408916754,40.3489315239432,39.9909353905495,43.255821308559
4079,4081,26.551318562033,32.6177978397548,46.9502264019506,39.8906566838247,39.5017357762776,42.9029057125914
4080,4082,26.2534959453419,32.2968563598257,46.428735632184,39.4861020121666,39.0518161362904,42.5091520063254
4081,4083,25.7531575250622,31.6877639851683,45.4956461163358,38.7499298081423,38.2379942140789,41.8836924293339
4082,4084,25.3735138241491,31.1551829759792,44.7343782654128,38.1562626735299,37.5707489553197,41.4286617908678
4083,4085,25.2173679841645,30.8992423021117,44.405990943922,37.8966775854001,37.250819672131,41.2575212492587
4084,4086,25.1352787178341,30.777140093503,44.2607453848834,37.7951333645297,37.0849244615878,41.2041905514924
4085,4087,25.107298384522,30.6607125584393,44.1200626959248,37.6943066604274,36.9360977177755,41.252144692627
4086,4088,25.2122469829512,30.7861034983071,44.3374085684431,37.8809858056465,37.0916747026678,41.4566910456612
4087,4089,25.2278781686993,30.8205706916007,44.3486938349008,37.9025113086882,37.0656059144968,41.525795611781
4088,4090,25.2768661005044,30.9157182008704,44.3974573319401,37.9573233504913,37.0806814529089,41.6572049812216
4089,4091,25.3738841708703,30.9661131710461,44.4466736328806,37.9980970207456,37.0909675345547,41.8513540225341
4090,4092,25.7685588404316,31.5539577623729,45.1315569487984,38.5572921541101,37.6117647058822,42.4152994662977
4091,4093,26.0912840814762,32.0186361438012,45.6174851967956,38.9489627203244,37.9737062037929,42.8749950583119
4092,4094,26.332341485218,32.7047235208768,46.3752351097179,39.5604741849945,38.556444873031,43.2342755485274
4093,4095,26.4363578315561,33.2490085442526,46.976802507837,40.0438309156138,39.0131790421085,43.3965210515912
