Position	MLC_pos_score
4278	0.90129
4279	0.90865
4280	0.91614
4281	0.92148
4282	0.92525
4283	0.92733
4284	0.92776
4285	0.92658
4286	0.92386
4287	0.91879
4288	0.91219
4289	0.90168
4290	0.88952
4291	0.87664
4292	0.86282
4293	0.84866
4294	0.83065
4295	0.81293
4296	0.8015
4297	0.789
4298	0.77551
4299	0.75925
4300	0.74232
4301	0.72618
4302	0.70722
4303	0.69093
4304	0.67448
4305	0.6584
4306	0.63872
4307	0.61464
4308	0.58431
4309	0.55543
4310	0.53353
4311	0.51234
4312	0.48968
4313	0.47181
4314	0.45682
4315	0.44963
4316	0.44463
4317	0.44269
4318	0.44297
4319	0.44707
4320	0.45235
4321	0.45787
4322	0.46403
4323	0.47076
4324	0.47492
4325	0.47915
4326	0.48217
4327	0.48467
4328	0.48914
4329	0.49333
4330	0.49861
4331	0.5051
4332	0.51165
4333	0.51687
4334	0.51958
4335	0.51823
4336	0.52487
4337	0.53449
4338	0.54385
4339	0.55169
4340	0.56219
4341	0.57248
4342	0.58154
4343	0.59337
4344	0.6039
4345	0.60695
4346	0.60984
4347	0.61036
4348	0.61002
4349	0.6045
4350	0.59904
4351	0.59307
4352	0.58223
4353	0.57212
4354	0.56738
4355	0.56075
4356	0.55118
4357	0.54222
4358	0.52888
4359	0.5147
4360	0.49716
4361	0.48232
4362	0.46856
4363	0.45135
4364	0.43663
4365	0.42214
4366	0.40398
4367	0.38086
4368	0.36134
4369	0.34242
4370	0.32516
4371	0.31037
4372	0.29794
4373	0.28602
4374	0.27606
4375	0.26869
4376	0.26112
4377	0.2524
4378	0.24389
4379	0.23568
4380	0.2288
4381	0.22403
4382	0.22295
4383	0.22192
4384	0.21981
4385	0.21933
4386	0.22258
4387	0.22675
4388	0.2349
4389	0.24558
4390	0.25647
4391	0.26863
4392	0.27886
4393	0.29555
4394	0.31444
4395	0.33922
4396	0.37118
4397	0.40521
4398	0.43612
4399	0.46705
4400	0.50042
4401	0.53651
4402	0.57348
4403	0.62167
4404	0.65737
4405	0.69075
4406	0.71754
4407	0.74627
4408	0.77346
4409	0.79685
4410	0.81954
4411	0.84323
4412	0.86291
4413	0.88056
4414	0.89827
4415	0.91575
4416	0.92785
4417	0.9356
4418	0.9417
4419	0.94725
4420	0.95431
4421	0.96053
4422	0.9649
4423	0.96753
4424	0.96816
4425	0.9656
4426	0.96246
4427	0.957
4428	0.95039
4429	0.94514
4430	0.9391
4431	0.93222
4432	0.92395
4433	0.91231
4434	0.90014
4435	0.8878
4436	0.87772
4437	0.86716
4438	0.85594
4439	0.84383
4440	0.83198
4441	0.81936
4442	0.80777
4443	0.7951
4444	0.78363
4445	0.76879
4446	0.75379
4447	0.73858
4448	0.72126
4449	0.70544
4450	0.68945
4451	0.67192
4452	0.65251
4453	0.63951
4454	0.63085
4455	0.63223
4456	0.63058
4457	0.63447
4458	0.63824
4459	0.64159
4460	0.64524
4461	0.65363
4462	0.65876
4463	0.66365
4464	0.66793
4465	0.67786
4466	0.68471
4467	0.69561
4468	0.7065
4469	0.71776
4470	0.73064
4471	0.73785
4472	0.74196
4473	0.74742
4474	0.75451
4475	0.76015
4476	0.76631
4477	0.76954
4478	0.77331
4479	0.77594
4480	0.77736
4481	0.77947
4482	0.78315
4483	0.77895
4484	0.77364
4485	0.76396
4486	0.75644
4487	0.74851
4488	0.74111
4489	0.73456
4490	0.72747
4491	0.71543
4492	0.71072
4493	0.7052
4494	0.70013
4495	0.69241
4496	0.68169
4497	0.66618
4498	0.65182
4499	0.63317
4500	0.61413
4501	0.60287
4502	0.59623
4503	0.58984
4504	0.57819
4505	0.56962
4506	0.56183
4507	0.56394
4508	0.56582
4509	0.56787
4510	0.57656
4511	0.58679
4512	0.59654
4513	0.61588
4514	0.63251
4515	0.64877
4516	0.66202
4517	0.67309
4518	0.6832
4519	0.68864
4520	0.69419
4521	0.69953
4522	0.70252
4523	0.70614
4524	0.70994
4525	0.71196
4526	0.72062
4527	0.731
4528	0.73813
4529	0.74606
4530	0.75502
4531	0.7562
4532	0.75828
4533	0.76046
4534	0.76571
4535	0.77192
4536	0.77799
4537	0.77838
4538	0.77657
4539	0.77536
4540	0.77126
4541	0.76703
4542	0.76405
4543	0.75762
4544	0.75071
4545	0.74404
4546	0.73803
4547	0.73408
4548	0.73004
4549	0.7333
4550	0.73586
4551	0.73849
4552	0.74036
4553	0.74262
4554	0.74519
4555	0.74836
4556	0.74845
4557	0.7486
4558	0.7486
4559	0.7495
4560	0.75095
4561	0.75901
4562	0.77014
4563	0.78143
4564	0.78906
4565	0.79558
4566	0.80307
4567	0.80795
4568	0.81378
4569	0.82108
4570	0.82784
4571	0.83379
4572	0.8397
4573	0.84293
4574	0.8467
4575	0.85008
4576	0.85228
4577	0.85195
4578	0.85156
4579	0.84893
4580	0.84516
4581	0.84076
4582	0.83487
4583	0.82582
4584	0.81755
4585	0.81158
4586	0.80578
4587	0.79902
4588	0.79317
4589	0.78689
4590	0.78028
4591	0.76897
4592	0.75502
4593	0.7409
4594	0.72799
4595	0.71254
4596	0.69944
4597	0.68809
4598	0.67656
4599	0.66329
4600	0.65282
4601	0.64219
4602	0.63118
4603	0.62686
4604	0.62137
4605	0.61506
4606	0.61111
4607	0.60957
4608	0.60809
4609	0.60118
4610	0.59125
4611	0.57713
4612	0.57137
4613	0.57267
4614	0.57408
4615	0.57324
4616	0.57734
4617	0.5819
4618	0.58597
4619	0.59032
4620	0.595
4621	0.60085
4622	0.60311
4623	0.60607
4624	0.6087
4625	0.60661
4626	0.6042
4627	0.60568
4628	0.60728
4629	0.60888
4630	0.60465
4631	0.59995
4632	0.59448
4633	0.58712
4634	0.57997
4635	0.57342
4636	0.56847
4637	0.56301
4638	0.55661
4639	0.56044
4640	0.57058
4641	0.5921
4642	0.61123
4643	0.62213
4644	0.63058
4645	0.63534
4646	0.63613
4647	0.6326
4648	0.62873
4649	0.62514
4650	0.62122
4651	0.61057
4652	0.60139
4653	0.59222
4654	0.58284
4655	0.58305
4656	0.58332
4657	0.58323
4658	0.58347
4659	0.58338
4660	0.58691
4661	0.59162
4662	0.59638
4663	0.59723
4664	0.59744
4665	0.59804
4666	0.58667
4667	0.57104
4668	0.55694
4669	0.54195
4670	0.5245
4671	0.50293
4672	0.48301
4673	0.46877
4674	0.45332
4675	0.44254
4676	0.42924
4677	0.42296
4678	0.41318
4679	0.40419
4680	0.39269
4681	0.38998
4682	0.38744
4683	0.38454
4684	0.38014
4685	0.37498
4686	0.36994
4687	0.36067
4688	0.34764
4689	0.33364
4690	0.32434
4691	0.31408
4692	0.30394
4693	0.2961
4694	0.28828
4695	0.27974
4696	0.27482
4697	0.27192
4698	0.26737
4699	0.26317
4700	0.25457
4701	0.24594
4702	0.238
4703	0.2285
4704	0.22147
4705	0.21356
4706	0.20632
4707	0.19687
4708	0.19168
4709	0.1871
4710	0.18215
4711	0.1749
4712	0.16923
4713	0.16341
4714	0.15641
4715	0.14639
4716	0.13827
4717	0.13091
4718	0.12659
4719	0.123
4720	0.11893
4721	0.11522
4722	0.11159
4723	0.10737
4724	0.10311
4725	0.09989
4726	0.09795
4727	0.09608
4728	0.09512
4729	0.09445
4730	0.09415
4731	0.09391
4732	0.09349
4733	0.09307
4734	0.09216
4735	0.09162
4736	0.09297
4737	0.09457
4738	0.09403
4739	0.09252
4740	0.09047
4741	0.09089
4742	0.09002
4743	0.08932
4744	0.08993
4745	0.0915
4746	0.09421
4747	0.0975
4748	0.09892
4749	0.10013
4750	0.10284
4751	0.10508
4752	0.10864
4753	0.1134
4754	0.11775
4755	0.12222
4756	0.12635
4757	0.13269
4758	0.13785
4759	0.14231
4760	0.14744
4761	0.15396
4762	0.16169
4763	0.16908
4764	0.17919
4765	0.19008
4766	0.19959
4767	0.2097
4768	0.22633
4769	0.25231
4770	0.28424
4771	0.31668
4772	0.35524
4773	0.39797
4774	0.43497
4775	0.47166
4776	0.50957
4777	0.54315
4778	0.58489
4779	0.63308
4780	0.66842
4781	0.70375
4782	0.73867
4783	0.7575
4784	0.77817
4785	0.79525
4786	0.81248
4787	0.8292
4788	0.84577
4789	0.86396
4790	0.87923
4791	0.89504
4792	0.90724
4793	0.91732
4794	0.92417
4795	0.9267
4796	0.93017
4797	0.93265
4798	0.93168
4799	0.92911
4800	0.92181
4801	0.912
4802	0.90153
4803	0.89239
4804	0.88047
4805	0.86601
4806	0.85072
4807	0.83255
4808	0.81233
4809	0.79483
4810	0.7747
4811	0.75228
4812	0.73028
4813	0.71552
4814	0.70113
4815	0.68622
4816	0.67056
4817	0.65408
4818	0.63782
4819	0.62038
4820	0.59949
4821	0.57683
4822	0.5574
4823	0.54228
4824	0.52565
4825	0.51273
4826	0.49783
4827	0.48588
4828	0.47571
4829	0.46729
4830	0.45821
4831	0.44798
4832	0.43805
4833	0.42649
4834	0.42157
4835	0.42308
4836	0.42404
4837	0.42546
4838	0.43286
4839	0.44094
4840	0.45117
4841	0.45996
4842	0.46913
4843	0.48367
4844	0.50938
4845	0.53573
4846	0.56044
4847	0.59282
4848	0.6272
4849	0.65429
4850	0.68043
4851	0.70496
4852	0.73272
4853	0.75629
4854	0.7817
4855	0.79133
4856	0.8015
4857	0.81085
4858	0.8199
4859	0.82911
4860	0.83735
4861	0.84371
4862	0.85032
4863	0.85569
4864	0.85729
4865	0.85554
4866	0.854
4867	0.85059
4868	0.84447
4869	0.83813
4870	0.83246
4871	0.82615
4872	0.82051
4873	0.80587
4874	0.78659
4875	0.76218
4876	0.7342
4877	0.70303
4878	0.6734
4879	0.63287
4880	0.58612
4881	0.54469
4882	0.50471
4883	0.46822
4884	0.43349
4885	0.41653
4886	0.3999
4887	0.37941
4888	0.35965
4889	0.3419
4890	0.32645
4891	0.31876
4892	0.31263
4893	0.30636
4894	0.29944
4895	0.29211
4896	0.28252
4897	0.27307
4898	0.26049
4899	0.24667
4900	0.2342
4901	0.2253
4902	0.21697
4903	0.21054
4904	0.20454
4905	0.20167
4906	0.19968
4907	0.19663
4908	0.19383
4909	0.19404
4910	0.19422
4911	0.19434
4912	0.19681
4913	0.19947
4914	0.20255
4915	0.20225
4916	0.2014
4917	0.20083
4918	0.20134
4919	0.19708
4920	0.19313
4921	0.18553
4922	0.1778
4923	0.17098
4924	0.16428
4925	0.15846
4926	0.15049
4927	0.14865
4928	0.15013
4929	0.15221
4930	0.1533
4931	0.15185
4932	0.14992
4933	0.14871
4934	0.14889
4935	0.14805
4936	0.14696
4937	0.14796
4938	0.1495
4939	0.15291
4940	0.1555
4941	0.15825
4942	0.1603
4943	0.16148
4944	0.16359
4945	0.16603
4946	0.16857
4947	0.17146
4948	0.17581
4949	0.18414
4950	0.19367
4951	0.20677
4952	0.22126
4953	0.23755
4954	0.26184
4955	0.2839
4956	0.30949
4957	0.3321
4958	0.35524
4959	0.37643
4960	0.40431
4961	0.43557
4962	0.46877
4963	0.50027
4964	0.53353
4965	0.56576
4966	0.6176
4967	0.65502
4968	0.69039
4969	0.71984
4970	0.75041
4971	0.7798
4972	0.79978
4973	0.81864
4974	0.83979
4975	0.86049
4976	0.87664
4977	0.89269
4978	0.90706
4979	0.91846
4980	0.92857
4981	0.93572
4982	0.942
4983	0.94731
4984	0.95214
4985	0.95733
4986	0.9618
4987	0.96445
4988	0.96723
4989	0.96886
4990	0.97076
4991	0.97076
4992	0.97055
4993	0.97049
4994	0.9704
4995	0.97031
4996	0.96856
4997	0.96614
4998	0.96379
4999	0.95763
5000	0.94951
5001	0.943
5002	0.93965
5003	0.93587
5004	0.93159
5005	0.92821
5006	0.92462
5007	0.91964
5008	0.91433
5009	0.90407
5010	0.89595
5011	0.88482
5012	0.87193
5013	0.85898
5014	0.84504
5015	0.83104
5016	0.81683
5017	0.80364
5018	0.78931
5019	0.77488
5020	0.75644
5021	0.73882
5022	0.71881
5023	0.6992
5024	0.67892
5025	0.65662
5026	0.63574
5027	0.6173
5028	0.59473
5029	0.58268
5030	0.58075
5031	0.57927
5032	0.57493
5033	0.57427
5034	0.5739
5035	0.56956
5036	0.56702
5037	0.56458
5038	0.55761
5039	0.55978
5040	0.55731
5041	0.55999
5042	0.56627
5043	0.57191
5044	0.57526
5045	0.57586
5046	0.57638
5047	0.57813
5048	0.57979
5049	0.5819
5050	0.5876
5051	0.58935
5052	0.59222
5053	0.59533
5054	0.59859
5055	0.60164
5056	0.60489
5057	0.5985
5058	0.59186
5059	0.57795
5060	0.55767
5061	0.54255
5062	0.52541
5063	0.5067
5064	0.48968
5065	0.47682
5066	0.45507
5067	0.43509
5068	0.41855
5069	0.40108
5070	0.38524
5071	0.3681
5072	0.35295
5073	0.33599
5074	0.32491
5075	0.31517
5076	0.30539
5077	0.3005
5078	0.29519
5079	0.28937
5080	0.28363
5081	0.2807
5082	0.2782
5083	0.2772
5084	0.27639
5085	0.27551
5086	0.27319
5087	0.27527
5088	0.27726
5089	0.28119
5090	0.28728
5091	0.29338
5092	0.29803
5093	0.30065
5094	0.30485
5095	0.3075
5096	0.32232
5097	0.33526
5098	0.3496
5099	0.36107
5100	0.3697
5101	0.38168
5102	0.39529
5103	0.4069
5104	0.41306
5105	0.42199
5106	0.4308
5107	0.43373
5108	0.44134
5109	0.44945
5110	0.45374
5111	0.45588
5112	0.45772
5113	0.45884
5114	0.46008
5115	0.46107
5116	0.46427
5117	0.46496
5118	0.46569
5119	0.46496
5120	0.46273
5121	0.46002
5122	0.45808
5123	0.45857
5124	0.45884
5125	0.46155
5126	0.45938
5127	0.45733
5128	0.45833
5129	0.46225
5130	0.46614
5131	0.47046
5132	0.47444
5133	0.47885
5134	0.48416
5135	0.49249
5136	0.50057
5137	0.50884
5138	0.51385
5139	0.51723
5140	0.52351
5141	0.53353
5142	0.54333
5143	0.55133
5144	0.56301
5145	0.57508
5146	0.58815
5147	0.59982
5148	0.61289
5149	0.6224
5150	0.63927
5151	0.65517
5152	0.66842
5153	0.6816
5154	0.69316
5155	0.70146
5156	0.70891
5157	0.7097
5158	0.70735
5159	0.70403
5160	0.70004
5161	0.69829
5162	0.6915
5163	0.68498
5164	0.67949
5165	0.65933
5166	0.63957
5167	0.62137
5168	0.59798
5169	0.57484
5170	0.55589
5171	0.54137
5172	0.52127
5173	0.49976
5174	0.47649
5175	0.45353
5176	0.42709
5177	0.40063
5178	0.3674
5179	0.34208
5180	0.31502
5181	0.29036
5182	0.26625
5183	0.2431
5184	0.22222
5185	0.20562
5186	0.19084
5187	0.18378
5188	0.17831
5189	0.1724
5190	0.1676
5191	0.1597
5192	0.15143
5193	0.14491
5194	0.13869
5195	0.13724
5196	0.13549
5197	0.13688
5198	0.13905
5199	0.14123
5200	0.14195
5201	0.14225
5202	0.145
5203	0.14756
5204	0.15257
5205	0.15837
5206	0.16727
5207	0.17807
5208	0.19123
5209	0.20774
5210	0.22473
5211	0.24576
5212	0.27582
5213	0.31001
5214	0.34948
5215	0.39046
5216	0.4302
5217	0.46427
5218	0.49716
5219	0.53612
5220	0.57508
5221	0.63353
5222	0.67729
5223	0.71673
5224	0.75789
5225	0.78894
5226	0.81646
5227	0.84383
5228	0.8674
5229	0.8888
5230	0.9136
5231	0.93331
5232	0.94665
5233	0.95842
5234	0.96599
5235	0.97163
5236	0.97296
5237	0.97275
5238	0.97251
5239	0.97012
5240	0.96765
5241	0.96433
5242	0.9563
5243	0.9471
5244	0.93904
5245	0.93056
5246	0.91816
5247	0.90313
5248	0.88605
5249	0.86861
5250	0.84996
5251	0.83071
5252	0.81173
5253	0.79459
5254	0.77745
5255	0.75303
5256	0.72904
5257	0.70098
5258	0.67904
5259	0.65408
5260	0.62442
5261	0.58634
5262	0.55187
5263	0.53277
5264	0.51922
5265	0.50486
5266	0.49158
5267	0.47945
5268	0.4672
5269	0.45645
5270	0.4465
5271	0.43823
5272	0.42601
5273	0.41185
5274	0.39758
5275	0.3795
5276	0.36469
5277	0.3499
5278	0.33886
5279	0.3308
5280	0.32307
5281	0.31019
5282	0.29809
5283	0.28756
5284	0.27612
5285	0.27192
5286	0.26827
5287	0.26236
5288	0.25101
5289	0.24084
5290	0.23121
5291	0.22415
5292	0.21742
5293	0.20623
5294	0.19482
5295	0.18438
5296	0.17877
5297	0.17267
5298	0.1679
5299	0.1644
5300	0.16066
5301	0.15517
5302	0.15155
5303	0.15094
5304	0.15034
5305	0.15107
5306	0.15354
5307	0.1558
5308	0.1568
5309	0.15786
5310	0.15915
5311	0.16277
5312	0.16658
5313	0.17074
5314	0.17472
5315	0.17792
5316	0.18118
5317	0.18501
5318	0.19192
5319	0.19968
5320	0.21094
5321	0.22433
5322	0.2412
5323	0.26492
5324	0.29097
5325	0.32006
5326	0.35156
5327	0.38243
5328	0.41635
5329	0.44438
5330	0.47444
5331	0.5064
5332	0.54451
5333	0.58356
5334	0.62873
5335	0.66516
5336	0.69642
5337	0.72675
5338	0.75484
5339	0.78267
5340	0.8062
5341	0.82724
5342	0.849
5343	0.8681
5344	0.88684
5345	0.90588
5346	0.92525
5347	0.93787
5348	0.94773
5349	0.95887
5350	0.96548
5351	0.96982
5352	0.97471
5353	0.97809
5354	0.98017
5355	0.9822
5356	0.98352
5357	0.98467
5358	0.98576
5359	0.98714
5360	0.98727
5361	0.98745
5362	0.98666
5363	0.9857
5364	0.98488
5365	0.98401
5366	0.98304
5367	0.98244
5368	0.98183
5369	0.98138
5370	0.98078
5371	0.98026
5372	0.97984
5373	0.97951
5374	0.97866
5375	0.97824
5376	0.9771
5377	0.97655
5378	0.97495
5379	0.97369
5380	0.9726
5381	0.97121
5382	0.96958
5383	0.96844
5384	0.96705
5385	0.96475
5386	0.96282
5387	0.96029
5388	0.95727
5389	0.94758
5390	0.94381
5391	0.94013
5392	0.93627
5393	0.93271
5394	0.93005
5395	0.92341
5396	0.91209
5397	0.89722
5398	0.88264
5399	0.86608
5400	0.84767
5401	0.82416
5402	0.80319
5403	0.78224
5404	0.75717
5405	0.73481
5406	0.70849
5407	0.68049
5408	0.64702
5409	0.60984
5410	0.5666
5411	0.53467
5412	0.50193
5413	0.47088
5414	0.44109
5415	0.41016
5416	0.3786
5417	0.35044
5418	0.32072
5419	0.30829
5420	0.29459
5421	0.28049
5422	0.26453
5423	0.24476
5424	0.22615
5425	0.21486
5426	0.20575
5427	0.19953
5428	0.19395
5429	0.18927
5430	0.1851
5431	0.18242
5432	0.18049
5433	0.17702
5434	0.1737
5435	0.16996
5436	0.1664
5437	0.16513
5438	0.16555
5439	0.16609
5440	0.16712
5441	0.16718
5442	0.16748
5443	0.16887
5444	0.17014
5445	0.17355
5446	0.17647
5447	0.18004
5448	0.18341
5449	0.18305
5450	0.18272
5451	0.18251
5452	0.18812
5453	0.19621
5454	0.20641
5455	0.21323
5456	0.21987
5457	0.22313
5458	0.22627
5459	0.2304
5460	0.23484
5461	0.23858
5462	0.2457
5463	0.25318
5464	0.26332
5465	0.27014
5466	0.27627
5467	0.27956
5468	0.28128
5469	0.28375
5470	0.28261
5471	0.28716
5472	0.29175
5473	0.2938
5474	0.29525
5475	0.2948
5476	0.29296
5477	0.29115
5478	0.28653
5479	0.28064
5480	0.27334
5481	0.26574
5482	0.25222
5483	0.23586
5484	0.22491
5485	0.21607
5486	0.20599
5487	0.19893
5488	0.19265
5489	0.18728
5490	0.18221
5491	0.17931
5492	0.17442
5493	0.17183
5494	0.1699
5495	0.17026
5496	0.17086
5497	0.17288
5498	0.1743
5499	0.17533
5500	0.17738
5501	0.17708
5502	0.17732
5503	0.17961
5504	0.18154
5505	0.18372
5506	0.18836
5507	0.19108
5508	0.19778
5509	0.20756
5510	0.21896
5511	0.23091
5512	0.24845
5513	0.26845
5514	0.28312
5515	0.30249
5516	0.32724
5517	0.35289
5518	0.37718
5519	0.40549
5520	0.42869
5521	0.44951
5522	0.46961
5523	0.48524
5524	0.49608
5525	0.50172
5526	0.50616
5527	0.5089
5528	0.51394
5529	0.51859
5530	0.52393
5531	0.53365
5532	0.54074
5533	0.54297
5534	0.54098
5535	0.53612
5536	0.52915
5537	0.52604
5538	0.51651
5539	0.5026
5540	0.49436
5541	0.48452
5542	0.47577
5543	0.46668
5544	0.45573
5545	0.44342
5546	0.43014
5547	0.41698
5548	0.40355
5549	0.38463
5550	0.36565
5551	0.35084
5552	0.33273
5553	0.31701
5554	0.30448
5555	0.29739
5556	0.29048
5557	0.28025
5558	0.27232
5559	0.26468
5560	0.25726
5561	0.24703
5562	0.2396
5563	0.23354
5564	0.23085
5565	0.23019
5566	0.23031
5567	0.23055
5568	0.23272
5569	0.23622
5570	0.23707
5571	0.23791
5572	0.2358
5573	0.23333
5574	0.23206
5575	0.22892
5576	0.22548
5577	0.22071
5578	0.21601
5579	0.21142
5580	0.20858
5581	0.20665
5582	0.20499
5583	0.20514
5584	0.20569
5585	0.20605
5586	0.2052
5587	0.20738
5588	0.20931
5589	0.21039
5590	0.21069
5591	0.21241
5592	0.21407
5593	0.21495
5594	0.21646
5595	0.21667
5596	0.21613
5597	0.21528
5598	0.21423
5599	0.21202
5600	0.21166
5601	0.2113
5602	0.21456
5603	0.21727
5604	0.21993
5605	0.22482
5606	0.23242
5607	0.24495
5608	0.25699
5609	0.27289
5610	0.28737
5611	0.29929
5612	0.31203
5613	0.32344
5614	0.33318
5615	0.34257
5616	0.35862
5617	0.37072
5618	0.38303
5619	0.40057
5620	0.41505
5621	0.42975
5622	0.44275
5623	0.45588
5624	0.46614
5625	0.47529
5626	0.48316
5627	0.49013
5628	0.49584
5629	0.507
5630	0.51705
5631	0.52701
5632	0.53229
5633	0.54029
5634	0.54768
5635	0.55224
5636	0.55408
5637	0.55347
5638	0.55293
5639	0.54949
5640	0.54985
5641	0.55362
5642	0.5628
5643	0.57146
5644	0.57804
5645	0.58253
5646	0.57927
5647	0.58305
5648	0.58537
5649	0.58501
5650	0.58377
5651	0.58006
5652	0.57952
5653	0.57665
5654	0.57586
5655	0.58036
5656	0.59125
5657	0.60194
5658	0.61289
5659	0.62107
5660	0.62707
5661	0.63142
5662	0.63613
5663	0.64219
5664	0.65116
5665	0.66181
5666	0.67753
5667	0.69183
5668	0.7033
5669	0.71407
5670	0.72418
5671	0.73161
5672	0.73598
5673	0.74003
5674	0.74869
5675	0.75964
5676	0.76891
5677	0.775
5678	0.78095
5679	0.78611
5680	0.79208
5681	0.79842
5682	0.8015
5683	0.80759
5684	0.81272
5685	0.81631
5686	0.81725
5687	0.81975
5688	0.82253
5689	0.82537
5690	0.83029
5691	0.83288
5692	0.83581
5693	0.83692
5694	0.83638
5695	0.83412
5696	0.82691
5697	0.82009
5698	0.81731
5699	0.81263
5700	0.81061
5701	0.80777
5702	0.80518
5703	0.80195
5704	0.79516
5705	0.79115
5706	0.79039
5707	0.79027
5708	0.79009
5709	0.791
5710	0.79202
5711	0.79226
5712	0.79999
5713	0.80629
5714	0.80693
5715	0.80684
5716	0.80714
5717	0.80454
5718	0.80029
5719	0.79585
5720	0.79145
5721	0.78746
5722	0.78411
5723	0.77995
5724	0.77621
5725	0.77319
5726	0.77382
5727	0.77434
5728	0.77268
5729	0.7741
5730	0.77364
5731	0.77364
5732	0.77364
5733	0.77458
5734	0.77633
5735	0.77576
5736	0.77301
5737	0.77063
5738	0.76782
5739	0.76272
5740	0.75671
5741	0.75134
5742	0.74003
5743	0.72784
5744	0.72439
5745	0.71836
5746	0.71365
5747	0.71109
5748	0.71223
5749	0.71323
5750	0.71311
5751	0.71139
5752	0.70864
5753	0.7046
5754	0.69844
5755	0.68975
5756	0.67922
5757	0.66434
5758	0.64941
5759	0.62895
5760	0.60655
5761	0.57568
5762	0.55
5763	0.52749
5764	0.501
5765	0.47818
5766	0.45612
5767	0.43527
5768	0.41457
5769	0.39737
5770	0.37531
5771	0.35591
5772	0.33689
5773	0.32175
5774	0.30264
5775	0.29223
5776	0.28155
5777	0.27319
5778	0.26278
5779	0.25095
5780	0.24075
5781	0.23001
5782	0.22222
5783	0.21582
5784	0.20985
5785	0.2043
5786	0.19941
5787	0.19699
5788	0.1953
5789	0.19395
5790	0.19286
5791	0.1957
5792	0.1979
5793	0.20031
5794	0.20197
5795	0.20472
5796	0.20719
5797	0.20768
5798	0.20786
5799	0.20798
5800	0.20879
5801	0.21118
5802	0.21311
5803	0.21631
5804	0.21939
5805	0.22108
5806	0.22267
5807	0.22385
5808	0.22687
5809	0.23073
5810	0.23496
5811	0.24129
5812	0.24751
5813	0.25297
5814	0.2604
5815	0.26921
5816	0.27591
5817	0.28049
5818	0.28801
5819	0.29667
5820	0.30533
5821	0.31203
5822	0.32042
5823	0.33016
5824	0.34426
5825	0.35723
5826	0.36846
5827	0.38835
5828	0.40841
5829	0.42613
5830	0.4436
5831	0.46029
5832	0.47764
5833	0.49339
5834	0.51177
5835	0.52749
5836	0.54243
5837	0.55643
5838	0.57058
5839	0.58446
5840	0.60269
5841	0.6236
5842	0.64005
5843	0.65623
5844	0.67331
5845	0.68692
5846	0.6988
5847	0.71166
5848	0.72439
5849	0.73499
5850	0.74338
5851	0.7524
5852	0.76067
5853	0.76722
5854	0.77319
5855	0.78176
5856	0.79039
5857	0.79655
5858	0.80104
5859	0.80509
5860	0.80974
5861	0.81321
5862	0.81767
5863	0.81737
5864	0.81517
5865	0.80964
5866	0.80083
5867	0.78943
5868	0.7798
5869	0.76761
5870	0.75267
5871	0.73644
5872	0.71453
5873	0.69389
5874	0.67029
5875	0.64467
5876	0.62225
5877	0.59524
5878	0.56974
5879	0.54868
5880	0.52939
5881	0.51138
5882	0.48657
5883	0.46415
5884	0.44218
5885	0.42067
5886	0.39661
5887	0.36936
5888	0.3496
5889	0.3273
5890	0.30509
5891	0.28424
5892	0.26501
5893	0.25086
5894	0.24051
5895	0.23505
5896	0.23215
5897	0.23242
5898	0.23369
5899	0.23945
5900	0.24485
5901	0.24911
5902	0.25614
5903	0.26556
5904	0.27364
5905	0.28282
5906	0.29302
5907	0.30092
5908	0.3107
5909	0.31996
5910	0.32974
5911	0.34018
5912	0.3585
5913	0.37624
5914	0.40051
5915	0.41949
5916	0.44061
5917	0.4624
5918	0.48446
5919	0.51273
5920	0.54195
5921	0.57427
5922	0.61941
5923	0.65282
5924	0.68227
5925	0.70505
5926	0.73257
5927	0.7537
5928	0.77319
5929	0.78852
5930	0.80325
5931	0.81812
5932	0.82974
5933	0.83774
5934	0.84927
5935	0.85747
5936	0.86855
5937	0.87884
5938	0.88995
5939	0.90027
5940	0.91071
5941	0.9207
5942	0.92806
5943	0.93307
5944	0.93539
5945	0.93618
5946	0.93738
5947	0.93844
5948	0.93826
5949	0.93799
5950	0.93657
5951	0.93427
5952	0.93192
5953	0.92836
5954	0.92386
5955	0.91828
5956	0.90784
5957	0.89716
5958	0.8865
5959	0.8754
5960	0.86197
5961	0.84845
5962	0.84169
5963	0.83523
5964	0.83047
5965	0.82443
5966	0.8164
5967	0.80946
5968	0.80249
5969	0.7954
5970	0.78918
5971	0.78255
5972	0.77235
5973	0.76344
5974	0.75901
5975	0.75693
5976	0.75515
5977	0.75324
5978	0.75149
5979	0.75017
5980	0.75041
5981	0.75164
5982	0.75315
5983	0.75659
5984	0.75997
5985	0.76372
5986	0.7718
5987	0.78224
5988	0.79015
5989	0.79779
5990	0.80669
5991	0.81363
5992	0.81423
5993	0.81529
5994	0.8171
5995	0.81812
5996	0.81942
5997	0.82084
5998	0.81888
5999	0.81773
6000	0.81631
6001	0.81574
6002	0.81468
6003	0.81459
6004	0.81146
6005	0.80741
6006	0.80292
6007	0.798
6008	0.79335
6009	0.78885
6010	0.78789
6011	0.78291
6012	0.77603
6013	0.76821
6014	0.76103
6015	0.75303
6016	0.74096
6017	0.72853
6018	0.71244
6019	0.70279
6020	0.69419
6021	0.68489
6022	0.68471
6023	0.682
6024	0.67768
6025	0.67159
6026	0.66271
6027	0.65203
